Newcastle City Council Invoices over £250 paid in June 2015,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Environment & Regeneration,E&R Fairer Housing             ,Third Party Payments,02/06/2015,BIG JIGSAW LTD,6595884,Revenue,1VH31,FHU General & Delivery Team,1288,
Environment & Regeneration,E&R Fairer Housing             ,Third Party Payments,11/06/2015,BIG JIGSAW LTD,6595885,Revenue,1VH31,FHU General & Delivery Team,660,
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,30/06/2015,BIRCHDALE CARE HOME,6625105,Revenue,4WX13,Ind Sector Client Loan Fund,1211.44,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,BISHOPSGATE LODGE CARE HOME,6598884,Revenue,1MG20,Residential Care OP,-519.12,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,BISHOPSGATE LODGE CARE HOME,6625166,Revenue,1MG20,Residential Care OP,-519.12,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BISHOPSGATE LODGE CARE HOME,6598884,Revenue,1MG20,Residential Care OP,1828.76,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BISHOPSGATE LODGE CARE HOME,6625166,Revenue,1MG20,Residential Care OP,1828.76,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,01/06/2015,BKW TENANTS AND RESIDENTS ASSOCATION,6583370,Revenue,1KN23,Westgate Ward,1533,
Environment & Regeneration,NS: Street Lighting PFI    ,Premises,05/06/2015,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,6583283,Revenue,1KE92,Christmas Lights,1050,
Environment & Regeneration,NS: Street Lighting PFI    ,Premises,10/06/2015,BLACHERE WONDERLAND ILLUMINATIONS UK LTD,6606209,Revenue,1KE92,Christmas Lights,1050,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,42179,BLAKELAW WARD COMMUINTY PARTNERSHIP,6613383,Revenue,1EA65,Apprenticeship Plus,416.66,
Adult and Culture,AS - Westgate AE   td       ,Supplies & Services,02/06/2015,BLAKEMORE FOODSERVICE,6588655,Revenue,1EA06,Westgate ASB,312.66,
Adult and Culture,Adult Serv Admin Support   ,Transport,42157,BLUE LINE TAXIS,6594077,Revenue,1MG01,Care Management OP,523,
Adult and Culture,Social Services-Care Support           ,Supplies & Services,42173,BLUE SKY TRUST,6613873,Revenue,1MP01,Care Management HIV/AIDs,3413.15,
Adult and Culture,Social Services                        ,Third Party Payments,42156,BLYTH STAR ENTERPRISES LIMITED,6597891,Revenue,1MM50,Home Care MH,8513.68,
Adult and Culture,Social Services                        ,Third Party Payments,42179,BLYTH STAR ENTERPRISES LIMITED,6618457,Revenue,1MM50,Home Care MH,8513.68,
Adult and Culture,Adult Serv Admin Support   ,Premises,42173,BOB CROSBY AGENCIES LTD,6594047,Revenue,1MR52,Adults Admin Pool,332.1,
Adult and Culture,Adult Serv Admin Support   ,Supplies & Services,42173,BOB CROSBY AGENCIES LTD,6594047,Revenue,1MR52,Adults Admin Pool,249.9,
Adult and Culture,EEC Homeless               ,Premises,42184,BOB CROSBY AGENCIES LTD,6616340,Revenue,1VH22,Temporary Accommodation Prem,352.96,
Adult and Culture,Library Admin              ,Premises,42173,BOB CROSBY AGENCIES LTD,6596631,Revenue,1EJ20,City Library Premises,836.88,
Adult and Culture,Library Admin              ,Supplies & Services,42177,BOB CROSBY AGENCIES LTD,6614944,Revenue,1EJ20,City Library Premises,841.8,
Adult and Culture,AS - Westgate AE           ,Premises,29/06/2015,BOB CROSBY AGENCIES LTD,6616337,Revenue,1EA15,Newcastle City Learning Main,598.8,
Adult and Culture,Adult Serv Welf         ,Supplies & Services,26/06/2015,BOB CROSBY AGENCIES LTD,6613789,Revenue,1MX01,Welford Resource Centre LD,261.81,
Children's Services,Invoice,Supplies & Services,26/06/2015,BOB CROSBY AGENCIES LTD,6596790,Revenue,1KH45,Walkergate Primary,280.81,
Environment & Regeneration,Cityworks East End Pool    ,Premises,22/06/2015,BOB CROSBY AGENCIES LTD,6615767,Revenue,1KL1D,East End Pool,375.1,
Environment & Regeneration,Cityworks East End Pool    ,Supplies & Services,22/06/2015,BOB CROSBY AGENCIES LTD,6615767,Revenue,1KL1D,East End Pool,137.8,
Environment & Regeneration,Cityworks Elswick          ,Supplies & Services,22/06/2015,BOB CROSBY AGENCIES LTD,6614942,Revenue,1KL1E,Elswick Pool,325.4,
Environment & Regeneration,Cityworks Westgate Centre  ,Premises,22/06/2015,BOB CROSBY AGENCIES LTD,6615785,Revenue,1KL2A,Centre For Sport,485.4,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,17/06/2015,BOB CROSBY AGENCIES LTD,6596626,Revenue,1KKK8,Civic Centre,270.2,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,26/06/2015,BOB CROSBY AGENCIES LTD,6620352,Revenue,1KKX1,Civic Centre Direct Costs,950.4,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,26/06/2015,BOB CROSBY AGENCIES LTD,6620409,Revenue,1KKX1,Civic Centre Direct Costs,348.18,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,26/06/2015,BOB CROSBY AGENCIES LTD,6620540,Revenue,1KKX1,Civic Centre Direct Costs,950.4,
Environment & Regeneration,CW Civic Services Catering       ,Premises,17/06/2015,BOB CROSBY AGENCIES LTD,6594028,Revenue,1KF07,Banqueting Suite,792.74,
Environment & Regeneration,NS: Asset Man              ,Premises,22/06/2015,BOB CROSBY AGENCIES LTD,6615911,Revenue,1MC06,Iona Place Childrens Unit,295,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/06/2015,BOB CROSBY AGENCIES LTD,6603389,Revenue,1KVWC,Minor Works Contracts,3149.17,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,19/06/2015,BOB CROSBY AGENCIES LTD,6614687,Revenue,1KVEM,Mechanical Stand Alone Works,317.5,
Environment & Regeneration,Cityworks Central Off      ,Premises,19/06/2015,BOB CROSBY AGENCIES LTD,6599801,Revenue,1KL2A,Centre For Sport,430.03,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,12/06/2015,BOC LTD,6607967,Revenue,1KR8L,Wide District Heating,1323.9,
Environment & Regeneration,NS: District Heating       ,Supplies & Services,30/06/2015,BOC LTD,6564693,Revenue,1KR05,District Heating,335.73,
Chief Executive's,CD - Economic Development        ,Capital Expenditure,02/06/2015,BOND DICKINSON LLP,6594155,Capital,2N401,Capital General,5052.75,
Chief Executive's,CD - Economic Development        ,Capital Expenditure,26/06/2015,BOND DICKINSON LLP,6621340,Capital,2N401,Capital General,5864.48,
Chief Executive's,CD - Legal Services              ,Supplies & Services,01/06/2015,BOND DICKINSON LLP,6597235,Revenue,1E323,School Reorganisation,400,
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/06/2015,BOND DICKINSON LLP,6621330,Revenue,1DQ99,S&M Management,1600,
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/06/2015,BOND DICKINSON LLP,6621332,Revenue,1E323,School Reorganisation,637,
Chief Executive's,CD - Safe Newcastle Unit         ,Supplies & Services,01/06/2015,BOND DICKINSON LLP,6597778,Revenue,1VP25,Safe Newcastle Programme,4083.33,
Environment & Regeneration,EEC U/Design               ,Supplies & Services,04/06/2015,BOND DICKINSON LLP,6594263,Revenue,1V072,Historic Environment,1276,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BONHOMIE HOUSE CARE HOME,6598916,Revenue,1MM10,Nursing Care MH,5000,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BONHOMIE HOUSE CARE HOME,6625200,Revenue,1MM10,Nursing Care MH,5000,
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,19/06/2015,BOOKER CASH & CARRY LTD,6614540,Revenue,1KL2D,Walker Activity Dome,361.15,
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,19/06/2015,BOOKER CASH & CARRY LTD,6614552,Revenue,1KL2D,Walker Activity Dome,343.64,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,42170,BOOTS PHARMACY,6609726,Revenue,1ML09,PH - Drugs and alcohol,4455,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,42173,BOOTS PHARMACY,6613848,Revenue,1ML09,PH - Drugs and alcohol,4055,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,42173,BOOTS PHARMACY,6613848,Revenue,1ML11,PH - Smoking & Tobacco,4838.27,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,42173,BOOTS PHARMACY,6613848,Revenue,1ML10,PH - Sexual health -C'ception,28117.34,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BOWLAND LODGE,6611162,Revenue,1MG20,Residential Care OP,-5268.47,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BOWLAND LODGE,6611162,Revenue,1MH20,Residential Care PD,-229.68,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BOWLAND LODGE,6611162,Revenue,1MM20,Residential Care MH,-1706.68,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BOWLAND LODGE,6611162,Revenue,1MG20,Residential Care OP,25460.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BOWLAND LODGE,6611162,Revenue,1MH20,Residential Care PD,2781.81,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BOWLAND LODGE,6611162,Revenue,1MK20,Residential Care LD,1722.24,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BOWLAND LODGE,6611162,Revenue,1MM20,Residential Care MH,6352,
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,15/06/2015,BOX TECH SERVICES LTD,6609758,Capital,2N401,Capital General,799,
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,04/06/2015,BOX TECH SERVICES LTD,6601133,Capital,2N401,Capital General,799,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRACKEN RIDGE MANOR,6598909,Revenue,1MM10,Nursing Care MH,2205.52,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRACKEN RIDGE MANOR,6625193,Revenue,1MM10,Nursing Care MH,2205.52,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,BRAMPTON COURT,6598758,Revenue,1MG10,Nursing Care OP,-1186.38,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,BRAMPTON COURT,6598758,Revenue,1MG20,Residential Care OP,-675.28,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/06/2015,BRAMPTON COURT,6598759,Revenue,1MG10,Nursing Care OP,3328.94,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,BRAMPTON COURT,6625084,Revenue,1MG10,Nursing Care OP,-991.6,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/06/2015,BRAMPTON COURT,6625084,Revenue,1MG20,Residential Care OP,-675.28,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598758,Revenue,1MG10,Nursing Care OP,74156.77,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598758,Revenue,1MG20,Residential Care OP,3852,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598758,Revenue,1MH10,Nursing Care PD,2335.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598758,Revenue,1MK10,Nursing Care LD,2292,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598759,Revenue,1MG10,Nursing Care OP,9.09495E-13,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598949,Revenue,1MG10,Nursing Care OP,1344,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/06/2015,BRAMPTON COURT,6598949,Revenue,1MM10,Nursing Care MH,448,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,BRAMPTON COURT,6604352,Revenue,1MG50,Home Care-Spot Purchased OP,9408,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,09/06/2015,BRAMPTON COURT,6604353,Revenue,1MK50,Supported Living LD,2856,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRAMPTON COURT,6625084,Revenue,1MG10,Nursing Care OP,59277.44,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRAMPTON COURT,6625084,Revenue,1MG20,Residential Care OP,3852,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRAMPTON COURT,6625084,Revenue,1MH10,Nursing Care PD,2335.04,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRAMPTON COURT,6625084,Revenue,1MK10,Nursing Care LD,2292,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRAMPTON COURT,6625239,Revenue,1MG10,Nursing Care OP,912,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,30/06/2015,BRAMPTON COURT,6625239,Revenue,1MM10,Nursing Care MH,448,
Environment & Regeneration,Cityworks City Hall         ,Supplies & Services,18/06/2015,BRIAN SHAW CONCERTS,6614027,Revenue,3KLCH,City Hall Holding Account,24096.9,
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,16/06/2015,BRIARDENE MH,6611180,Revenue,4WX13,Ind Sector Client Loan Fund,994.76,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BRIARDENE MH,6611180,Revenue,1MG10,Nursing Care OP,-8276.14,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BRIARDENE MH,6611180,Revenue,1MG20,Residential Care OP,-7306.5,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BRIARDENE MH,6611180,Revenue,1MH20,Residential Care PD,-2296.39,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BRIARDENE MH,6611005,Revenue,1MG10,Nursing Care OP,448,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BRIARDENE MH,6611180,Revenue,1MG10,Nursing Care OP,51051.57,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BRIARDENE MH,6611180,Revenue,1MG20,Residential Care OP,25575.6,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/06/2015,BRIARDENE MH,6611180,Revenue,1MH20,Residential Care PD,6259.5,
Environment & Regeneration,Highways                               ,Premises,09/06/2015,BRICK SERVICES LTD,6601778,Revenue,1KEMC,Highways,498,
Environment & Regeneration,Highways                               ,Premises,08/06/2015,BRICK SERVICES LTD,6601777,Revenue,1KEMC,Highways,384,
Children's Services,Educ North Moor Sure S     ,Supplies & Services,22/06/2015,BRIGHT MINDS,6616402,Revenue,1E51J,Childrens Centre,467.25,
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,19/06/2015,BRITISH BUSEN JUDO ASSOCIATION,6610616,Revenue,1KL2D,Walker Activity Dome,352,
Chief Executive's,CD - Finance & Resources NOR           ,Premises,08/06/2015,BRITISH GAS TRADING LTD,6589748,Revenue,1DY49,Wards Building/Waygood,390.72,
Chief Executive's,CD - Finance & Resources NOR           ,Premises,03/06/2015,BRITISH GAS TRADING LTD,6589201,Revenue,1DY49,Wards Building/Waygood,413.88,
Adult and Culture,Social Services                        ,Supplies & Services,42170,BRITISH RED CROSS SOCIETY,6609157,Revenue,1MG97,Carers VCS,19692,
HRA,HRA Property Maint         ,Premises,12/06/2015,BRITISH STANDARDS INSTITUTION,6607440,Revenue,1HBSP,Planned Service&Plant Maint,13980,
Chief Executive's,CD - Economic Development        ,Capital Expenditure,24/06/2015,BRITISH TELECOM PLC,6616481,Capital,2N401,Capital General,427282.01,
Environment & Regeneration,CW Security Services          ,Supplies & Services,01/06/2015,BRITISH TELECOM PLC,6572698,Revenue,1KKU5,Civic Centre Control,3718.4,
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18/06/2015,BRITISH TELECOMMUNICATIONS PLC,6614139,Capital,2N401,Capital General,1320,
Children's Services,Invoice,Capital Expenditure,08/06/2015,BRITISH TELECOMMUNICATIONS PLC,6602663,Capital,2DP02,Devt Capital CC,2031.3,
Children's Services,Invoice,Supplies & Services,09/06/2015,BRITISH TELECOMMUNICATIONS PLC,6604531,Revenue,1HRA4,Energy Centre Utility Charges,18958.25,
Environment & Regeneration,E&R - Technical Consultancy   ,Capital Expenditure,03/06/2015,BRITISH TELECOMMUNICATIONS PLC,6600016,Capital,2DP02,Devt Capital CC,44704.39,
Environment & Regeneration,E&R - Technical Consultancy   ,Capital Expenditure,03/06/2015,BRITISH TELECOMMUNICATIONS PLC,6600280,Capital,2DP02,Devt Capital CC,2679.55,
Environment & Regeneration,E&R - Technical Consultancy   ,Capital Expenditure,13/06/2015,BRITISH TELECOMMUNICATIONS PLC,6600293,Capital,2DP02,Devt Capital CC,609.39,
Environment & Regeneration,CW Security Services          ,Supplies & Services,01/06/2015,BRITISH TELECOMMUNICATIONS PLC,6594872,Revenue,1KKU5,Civic Centre Control,3743.08,
Chief Executive's,CD - Communities                 ,Transport,22/06/2015,BRITISH YOUTH COUNCIL,6615794,Revenue,1MB17,Children's Rights Work,704,
Adult and Culture,Social Services                        ,Third Party Payments,42178,BROOKE HOUSE CARE HOME,6618436,Revenue,1MG10,Nursing Care OP,743.7,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/06/2015,BROOKE HOUSE CARE HOME,6610987,Revenue,1MG10,Nursing Care OP,-8035.13,
