"Problem Name","Total time limit","Original Obj. Value","Original Status","Original Runtime","HYP Obj. Value","Hyp Status","Hyp Runtime","Hyp Kmax","Hyp Kmin","EOCG Obj value","EOCG Status","EOCG Runtime (total)","m","n","D"
"1440","57917","OPTIMAL","4.34","57917","OPTIMAL","15","76","73","57917","OPTIMAL","266.04","21","100","21",""""
"""
"
