Age;Abies;Acer;Achillea-type;Aconitum;Adonis;Aesculus;Alchemilla;Allium;Alnus glutinosa/Alnus incana;Alnus viridis;Amaranthaceae;Anchusa;Anemone-type;Aquilegia-type;Arbutus;Arctostaphylos;Arenaria;Armeria/Limonium;Arnica montana;Artemisia;Aruncus-type;Asphodelus-type;Aster-type;Astragalus;Ballota;Bartsia-type;Berberis-type;Betula alba type;Betula nana-type;Bidens-type;Boraginaceae;Brassicaceae;Bruckenthalia;Bunium-type;Bupleurum-type;Buxus;Calluna;Campanulaceae;Cannabis/Humulus-type;Caprifoliaceae;Caragana;Carduus-type;Carpinus betulus-type;Carpinus orientalis/Ostrya carpinifolia;Caryophyllaceae;Castanea;Cedrus;Centaurea;Centaurea cyanus;Centaurea solstitialis-type;Cerastium/Stellaria-type;Cerealia-type;Cerinthe;Chenopodiaceae;Cirsium-type;Cistus;Clematis-type;Compositae unidff;Convolvulus;Cornus;Corylus;Cotinus-type;Cousinia-type;Crassulaceae undifferentiated;Crataegus-type;Cupressaceae;Cuscuta;Cyperaceae;Daphne;Digitalis-type;Dipsacaceae;Dryas;Echium-type;Empetrum;Ephedra;Epilobium;Erica;Ericaceae;Eryngium-type;Euphorbia;Fabaceae;Fagopyrum;Fagus;Fagus orientalis;Filago-type;Filipendula-type;Frangula;Fraxinus excelsior-type;Fraxinus ornus-type;Galium-type;Gentiana/Gentianella;Geraniaceae;Geum-type;Hedera;Helianthemum;Heracleum;Herniaria-type;Hippophae;Hornungia-type;Hypericum-type;Ilex;Jasione;Juglans;Juniperus;Knautia;Lamiaceae;Larix;Ledum;Ligusticum mutellina;Ligustrum;Liliaceae;Linaceae;Linnaea;Loiseleuria procumbens;Lonicera;Luzula;Lysimachia;Lythrum;Melampyrum;Mercurialis;Myrica gale;Myrtus;Narthecium;Noaea-type;Olea;Omphalodes-type;Onagraceae;Onobrychis-type;Oxalis;Oxyria-type;Paliurus;Papaveraceae;Parnassia-type;Pedicularis;Phillyrea;Phyteuma-type;Picea;Pimpinella-type;Pinus haploxylon-type;Pinus undifferentiated/Pinus diploxylon type;Pistacia-type;Plantago;Platanus;Plumbaginaceae;Poaceae;Polemonium;Polygala-type;Polygonaceae;Polygonum alpinum/bistorta/viviparum;Polygonum aviculare-type;Populus tremula-type;Potentilla;Primula;Prunella;Prunus;Pulsatilla;Quercus deciduous;Quercus evergreen;Ranunculus;Reseda;Rhamnus-type;Rhinanthus;Rhododendron-type;Ribes;Rosa;Rosaceae tree;Rosmarinus-type;Rubiaceae;Rubus;Rumex;Salix;Salix herbacea/polaris;Sambucus;Sanguisorba;Sanicula;Saussurea;Saxifraga;Scabiosa-type;Scrophularia-type;Sedum;Selaginella;Senecio-type;Silene-type;Solanaceae;Soldanella;Sorbus/Cotoneaster;Spergula-type;Succisa;Symphytum;Taxus;Thalictrum;Thymus-type;Tilia;Trientalis;Trifolium-type;Trollius-type;Ulex-type;Ulmus;Umbelliferae;Urtica;Vaccinium-type;Valeriana;Verbascum-type;Veronica;Viburnum-type;Viola-type;Viscum album-type;Vitis;Xanthium-type;Zygophyllaceae
15973;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;37;0;0;1;0;0;0;0;90;18;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;56;0;0;0;6;0;0;2;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;44;115;0;3;0;0;85;0;0;0;0;1;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;3;8;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
15867.6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;49;0;0;2;0;0;0;0;100;17;0;0;7;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;36;0;0;0;2;0;0;4;0;0;0;0;0;0;58;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;65;101;0;2;0;0;120;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
15761.7;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;2;0;0;0;0;50;22;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;35;0;0;0;2;0;0;3;0;0;0;0;0;0;58;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;77;150;0;0;0;0;106;0;0;0;0;1;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
15642.8;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;3;0;0;0;0;58;19;0;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;4;0;0;4;0;0;0;0;0;0;48;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;65;143;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;5;0;0;0;0;0;0;2;1;2;0;2;0;0;0;0;0;0;0;0
15519.5;0;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;38;0;0;5;0;0;0;0;49;15;0;0;4;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;16;0;0;0;5;1;0;5;0;0;0;0;0;0;62;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;12;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;63;144;0;1;0;0;103;0;0;0;0;1;0;2;0;0;0;0;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;0;0;0;0;0;0;0;11;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
15396.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;49;25;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;24;0;0;0;3;0;0;3;0;0;0;0;0;0;76;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;97;144;0;0;0;0;119;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;4;1;1;0;1;0;0;0;0;0;0;0;0
15367.1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;5;0;0;0;0;51;11;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;14;0;0;0;1;0;0;3;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;109;185;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;1;0;0;2;0;0;0;0;0;0;0;0
15310.8;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;53;0;0;1;0;0;0;0;44;14;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;4;0;0;2;0;0;0;0;0;0;59;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;92;111;0;2;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
15254.3;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;55;16;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;9;0;0;0;3;0;0;5;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;113;124;0;2;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;4;1;1;0;1;0;0;0;0;0;0;0;0
15199.4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;4;0;0;0;0;48;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;19;0;0;0;5;0;0;8;0;0;0;0;0;0;58;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;3;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;106;114;0;3;0;0;121;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
15143;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;67;14;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;6;0;0;6;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;119;136;0;3;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
15053.4;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;3;0;0;0;0;59;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;3;1;0;7;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;112;137;0;1;0;0;117;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;13;1;0;0;0;0;0;0;0;0;0;0;0
14824;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;47;0;0;1;0;0;0;0;56;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;2;0;0;10;0;0;0;0;0;0;38;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;122;162;0;0;0;0;94;0;0;0;0;0;0;4;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;10;1;0;0;1;0;0;0;0;0;0;0;0
14738.6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;3;0;0;0;0;61;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;0;3;0;0;5;0;0;0;0;0;0;35;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;66;174;0;0;0;0;92;0;0;0;0;0;0;2;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
14653.2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;5;0;0;0;0;74;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;13;0;0;0;2;0;0;15;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;3;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;56;89;0;0;0;0;77;0;0;0;0;0;0;3;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;27;1;0;0;0;0;0;0;0;0;0;0;0
14477.8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;3;0;0;0;0;49;14;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;1;0;0;6;0;0;11;0;0;0;0;0;0;24;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;37;81;0;0;0;0;105;0;0;0;0;0;0;1;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;24;1;0;1;1;0;0;0;0;0;0;0;0
14294.8;2;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;21;0;0;6;0;0;0;0;57;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;1;0;0;5;0;0;7;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;30;61;0;1;0;0;89;0;0;0;0;2;0;3;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;21;1;0;0;1;0;0;0;0;0;0;0;0
14110.5;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;33;0;0;1;0;0;0;0;45;20;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;3;0;0;8;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23;109;0;1;0;0;113;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;26;2;0;0;1;0;0;0;0;0;0;0;0
13935.3;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;3;0;0;0;0;48;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;4;0;0;17;0;0;0;0;0;0;51;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;42;93;0;0;0;0;90;0;0;0;0;0;0;4;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;26;2;0;0;0;0;0;0;0;0;0;0;0
13751.1;4;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;20;0;0;6;0;0;0;0;58;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;1;0;0;12;1;0;0;4;0;0;10;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;40;66;0;0;0;0;99;1;0;0;0;0;0;7;0;0;0;0;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;21;3;0;0;1;0;0;0;0;0;0;0;0
13575.3;3;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;0;0;7;0;0;0;0;51;19;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;5;0;0;9;0;0;0;0;0;0;15;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;41;104;0;0;0;0;81;0;0;0;0;0;0;6;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0;0;0;0;0
13332.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;4;0;0;0;0;36;16;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3;0;0;7;0;0;0;0;0;0;22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;41;86;0;0;0;0;96;0;0;0;0;0;0;5;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;6;2;0;0;1;0;0;0;0;0;0;0;0
12963.9;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;4;0;0;0;0;37;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;11;0;0;11;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;46;163;0;0;0;0;89;0;0;1;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
12740.1;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;56;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;45;85;0;0;0;0;81;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;2;2;0;1;0;0;0;0;0;0;0;0
12534.9;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;29;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;3;0;0;4;0;0;28;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;26;113;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
12336;4;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0;0;46;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10;0;0;21;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;23;50;0;0;0;0;162;1;0;1;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;11;2;2;0;0;0;0;0;0;0;0;0;0
12128.4;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;0;3;0;0;0;0;43;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;9;0;0;49;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;83;0;1;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0
11904.9;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;23;0;0;6;0;0;0;0;92;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;14;0;0;32;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;18;51;0;0;0;0;95;0;0;0;0;0;0;2;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;10;0;3;0;0;0;0;7;3;1;0;2;0;0;0;0;0;0;0;0
11684;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;22;0;0;5;0;0;0;0;70;20;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;1;5;0;0;24;0;0;38;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;11;54;0;0;0;0;96;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;9;1;0;0;4;0;0;0;0;0;0;0;0
