"Problem Name";"Total time limit";"Original Obj. Value";"Original Status";"Original Runtime";"HYP Obj. Value";"Hyp Status";"Hyp Runtime";"Hyp Kmax";"Hyp Kmin";"EOCG Obj value";"EOCG Status";"EOCG Runtime (total)";"m";"n";"D"
"OR30x250-0.75_4.dat";"1440";"153234";"TIME_LIMIT";"1440.01";"153234";"TIME_LIMIT";"1440";"191";"183";"153221";"TIME_LIMIT";"1440";"30";"250";"30";"
"
