"Problem Name";"Total time limit";"Original Obj. Value";"Original Status";"Original Runtime";"HYP Obj. Value";"Hyp Status";"Hyp Runtime";"Hyp Kmax";"Hyp Kmin";"EOCG Obj value";"EOCG Status";"EOCG Runtime (total)";"m";"n";"D"
"OR30x100-0.25_10.dat__m21";"1440";"21663";"TIME_LIMIT";"2224.23";"21663";"OPTIMAL";"18.51";"27";"25";"21663";"OPTIMAL";"264.2";"21";"100";"21";"
"
