"Problem Name";"Total time limit";"Original Obj. Value";"Original Status";"Original Runtime";"HYP Obj. Value";"Hyp Status";"Hyp Runtime";"Hyp Kmax";"Hyp Kmin";"EOCG Obj value";"EOCG Status";"EOCG Runtime (total)";"m";"n";"D"
"OR30x250-0.50_1.dat";"1440";"107770";"TIME_LIMIT";"1440.01";"107770";"TIME_LIMIT";"1440.01";"129";"121";"107746";"TIME_LIMIT";"1440.01";"30";"250";"30";"
"
