"Problem Name";"Total time limit";"Original Obj. Value";"Original Status";"Original Runtime";"HYP Obj. Value";"Hyp Status";"Hyp Runtime";"Hyp Kmax";"Hyp Kmin";"EOCG Obj value";"EOCG Status";"EOCG Runtime (total)";"m";"n";"D"
"OR30x100-0.50_10.dat__m28";"1440";"41822";"OPTIMAL";"23.43";"41822";"OPTIMAL";"37.2";"51";"48";"41822";"OPTIMAL";"2355.31";"28";"100";"24";"
"
