"Problem Name";"Total time limit";"Original Obj. Value";"Original Status";"Original Runtime";"HYP Obj. Value";"Hyp Status";"Hyp Runtime";"Hyp Kmax";"Hyp Kmin";"EOCG Obj value";"EOCG Status";"EOCG Runtime (total)";"m";"n";"D"
"OR30x100-0.75_5.dat__m29";"1440";"58884";"OPTIMAL";"6.29";"58884";"OPTIMAL";"16.08";"76";"73";"58884";"OPTIMAL";"683.19";"29";"100";"26";"
"
