filename,postgres_time_0,postgres_time_1,postgres_time_2
file_double_trailing_newline.csv,0.012197494506835938,0.011675119400024414,0.011970281600952148
file_escape_char_0x00.csv,0.010930538177490234,0.011499643325805664,0.010590076446533203
file_escape_char_0x5C.csv,0.012902975082397461,0.013190507888793945,0.013757467269897461
file_field_delimiter_0x20.csv,0.010926008224487305,0.01123189926147461,0.011147499084472656
file_field_delimiter_0x2C_0x20.csv,0.012252569198608398,0.00970768928527832,0.010460138320922852
file_field_delimiter_0x3B.csv,0.014060258865356445,0.014590740203857422,0.014329671859741211
file_field_delimiter_0x9.csv,0.014581918716430664,0.019679546356201172,0.016101837158203125
file_header_multirow_2.csv,0.015733718872070312,0.013828277587890625,0.013535499572753906
file_header_multirow_3.csv,0.02105259895324707,0.024222373962402344,0.035276174545288086
file_header_only.csv,0.011972665786743164,0.011525154113769531,0.019904136657714844
file_multitable_less.csv,0.011142730712890625,0.012118816375732422,0.011395454406738281
file_multitable_more.csv,0.011423349380493164,0.017354965209960938,0.018463850021362305
file_multitable_same.csv,0.020120859146118164,0.01529240608215332,0.016339540481567383
file_no_header.csv,0.014604568481445312,0.014620065689086914,0.015011072158813477
file_no_payload.csv,0.01037740707397461,0.010070085525512695,0.010900020599365234
file_no_trailing_newline.csv,0.015949726104736328,0.013779163360595703,0.013679742813110352
file_one_data_row.csv,0.011727094650268555,0.011916160583496094,0.013106584548950195
file_preamble.csv,0.018155813217163086,0.012865066528320312,0.01355433464050293
file_quotation_char_0x27.csv,0.010106086730957031,0.011018514633178711,0.011847972869873047
file_record_delimiter_0xA.csv,0.013824224472045898,0.015977859497070312,0.013588190078735352
file_record_delimiter_0xD.csv,0.013622522354125977,0.013479948043823242,0.014923334121704102
row_extra_quote0_col0.csv,0.0004382133483886719,0.0003705024719238281,0.0004417896270751953
row_extra_quote0_col1.csv,0.0004439353942871094,0.0003998279571533203,0.0003387928009033203
row_extra_quote0_col2.csv,0.0004706382751464844,0.0004546642303466797,0.0004324913024902344
row_extra_quote0_col3.csv,0.00035643577575683594,0.00028324127197265625,0.0003197193145751953
row_extra_quote0_col4.csv,0.0002346038818359375,0.00023365020751953125,0.00019097328186035156
row_extra_quote0_col5.csv,0.00013184547424316406,0.0001678466796875,0.0001468658447265625
row_extra_quote0_col6.csv,0.00016069412231445312,0.00013113021850585938,0.00011277198791503906
row_extra_quote0_col7.csv,9.512901306152344e-05,0.00011348724365234375,0.00016164779663085938
row_extra_quote0_col8.csv,0.0004515647888183594,0.0004146099090576172,0.00040841102600097656
row_extra_quote10_col0.csv,0.01221466064453125,0.013291120529174805,0.014199256896972656
row_extra_quote10_col1.csv,0.011942625045776367,0.013732671737670898,0.012064695358276367
row_extra_quote10_col2.csv,0.013624906539916992,0.012080669403076172,0.012232542037963867
row_extra_quote10_col3.csv,0.01161646842956543,0.012241363525390625,0.010383129119873047
row_extra_quote10_col4.csv,0.0064697265625,0.006054401397705078,0.013813495635986328
row_extra_quote10_col5.csv,0.011785507202148438,0.012206077575683594,0.0190887451171875
row_extra_quote10_col6.csv,0.013054370880126953,0.012605905532836914,0.012331962585449219
row_extra_quote10_col7.csv,0.011821746826171875,0.014076709747314453,0.01241302490234375
row_extra_quote10_col8.csv,0.013892889022827148,0.011862516403198242,0.01264500617980957
row_extra_quote11_col0.csv,0.014566898345947266,0.012390375137329102,0.012023448944091797
row_extra_quote11_col1.csv,0.012239933013916016,0.011692285537719727,0.014982938766479492
row_extra_quote11_col2.csv,0.012292146682739258,0.011870861053466797,0.011401653289794922
row_extra_quote11_col3.csv,0.011736631393432617,0.02346491813659668,0.012536287307739258
row_extra_quote11_col4.csv,0.01384592056274414,0.012085914611816406,0.011493444442749023
row_extra_quote11_col5.csv,0.01147603988647461,0.01128244400024414,0.00940251350402832
row_extra_quote11_col6.csv,0.0087738037109375,0.007853269577026367,0.008048772811889648
row_extra_quote11_col7.csv,0.011687755584716797,0.011819124221801758,0.01479196548461914
row_extra_quote11_col8.csv,0.011807918548583984,0.01179051399230957,0.011792182922363281
row_extra_quote12_col0.csv,0.011804342269897461,0.012145042419433594,0.01183009147644043
row_extra_quote12_col1.csv,0.012026309967041016,0.017026901245117188,0.012467145919799805
row_extra_quote12_col2.csv,0.011885404586791992,0.01645493507385254,0.012356758117675781
row_extra_quote12_col3.csv,0.012546777725219727,0.01227879524230957,0.011815547943115234
row_extra_quote12_col4.csv,0.011911392211914062,0.012001991271972656,0.011911392211914062
row_extra_quote12_col5.csv,0.011939764022827148,0.011935710906982422,0.011864900588989258
row_extra_quote12_col6.csv,0.011785507202148438,0.012130260467529297,0.012052774429321289
row_extra_quote12_col7.csv,0.01152801513671875,0.011870145797729492,0.014878511428833008
row_extra_quote12_col8.csv,0.012573003768920898,0.01176905632019043,0.01649761199951172
row_extra_quote13_col0.csv,0.01157832145690918,0.01340627670288086,0.012643098831176758
