ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
HMCS,07-Mar-11,AU999-National Taxing Teams,311201-Solicitors CFT - Non Specified,MESSRS RIAZ SOLICITORS#BD3 8JB,329119,"£127,075.37"
HMCS,16-Mar-11,IZ999-RCJ Group,532301-TA GBV - Add- IT- Computers,ATOS ORIGIN IT SERVICES UK LTD,1528511,"£69,744.55"
HMCS,04-Mar-11,GZ999-North West Region,532401-TA GBV - Add- P&M- Equipment,CARILLION PLANNED MAINTENANCE,1514565,"£31,689.72"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,532401-TA GBV - Add- P&M- Equipment,BROADCAST SOUND SYSTEMS LTD,1519838,"£31,885.44"
HMCS,09-Mar-11,GZ999-North West Region,532401-TA GBV - Add- P&M- Equipment,POWERPERFECTOR PLC,1521422,"£133,516.80"
HMCS,11-Mar-11,GZ999-North West Region,532401-TA GBV - Add- P&M- Equipment,POWERPERFECTOR PLC,1523646,"£75,543.60"
HMCS,16-Mar-11,HZ999-North East and Yorkshire,532401-TA GBV - Add- P&M- Equipment,BROADCAST SOUND SYSTEMS LTD,1528593,"£26,826.67"
HMCS,25-Mar-11,HZ999-North East and Yorkshire,532401-TA GBV - Add- P&M- Equipment,POWERPERFECTOR PLC,1540433,"£62,027.54"
HMCS,25-Mar-11,BZ999-London Region,532401-TA GBV - Add- P&M- Equipment,DH FATHERS LTD,1540005,"£97,352.75"
HMCS,30-Mar-11,FZ999-Midlands Region,532401-TA GBV - Add- P&M- Equipment,ZICAM INTEGRATED SECURITY LIMITED,1548205,"£65,572.20"
HMCS,31-Mar-11,BZ999-London Region,532401-TA GBV - Add- P&M- Equipment,POWERPERFECTOR PLC,1549316,"£61,951.20"
HMCS,31-Mar-11,BZ999-London Region,532401-TA GBV - Add- P&M- Equipment,POWERPERFECTOR PLC,1549316,"£43,943.04"
HMCS,25-Mar-11,FZ999-Midlands Region,532501-TA GBV - Add- F&F- Storage Systems,KARDEX SYSTEMS (UK) LTD,1540224,"£40,973.62"
HMCS,30-Mar-11,FZ999-Midlands Region,532501-TA GBV - Add- F&F- Storage Systems,TEMPLESTOCK,1547994,"£26,873.71"
HMCS,16-Mar-11,GZ999-North West Region,532503-TA GBV Adds CIS Labour Storage Sys,METALRAX STORAGE,1529215,"£29,475.60"
HMCS,30-Mar-11,EZ999-Wales Region,532503-TA GBV Adds CIS Labour Storage Sys,RACKLINE LIMITED,1547739,"£32,593.20"
HMCS,30-Mar-11,EZ999-Wales Region,532503-TA GBV Adds CIS Labour Storage Sys,RACKLINE LIMITED,1547739,"£54,255.60"
HMCS,02-Mar-11,AG999-Estates Directorate HMCS HQ,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,ALL SECURITY SYSTEMS LTD,1511387,"£88,921.73"
HMCS,04-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,R&M CLARKSON LTD,1515064,"£134,887.44"
HMCS,04-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,REIRSE RYAN LTD,1515080,"£56,355.60"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,APC BUILDING SERVICES (LONDON) LTD,1514438,"£51,595.14"
HMCS,09-Mar-11,DZ999-South West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1519997,"£46,745.96"
HMCS,09-Mar-11,DZ999-South West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1519997,"£49,227.34"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,ALBERT INNES LTD,1519734,"£36,467.56"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1519997,"£53,208.96"
HMCS,09-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,TPS,1521637,"£27,313.20"
HMCS,09-Mar-11,EZ999-Wales Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,SC MOORE LTD,1521511,"£168,834.30"
HMCS,09-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,EC HARRIS LLP,1520028,"£27,945.92"
HMCS,09-Mar-11,DZ999-South West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,REF ELECTRICS (TAUNTON) LTD,1521455,"£30,140.46"
HMCS,09-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,HURD ROLLAND PARTNERSHIP,1520216,"£56,944.31"
HMCS,09-Mar-11,DZ999-South West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1519997,"£102,676.51"
HMCS,11-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,APC BUILDING SERVICES (LONDON) LTD,1523108,"£79,265.27"
HMCS,11-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,REIRSE RYAN LTD,1523673,"£187,620.00"
HMCS,11-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,VEST CONSTRUCTION (LIVECO LTD),1523802,"£65,303.93"
HMCS,16-Mar-11,GZ999-North West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,HURD ROLLAND PARTNERSHIP,1529019,"£41,421.00"
HMCS,16-Mar-11,IZ999-RCJ Group,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WESTMINSTER CITY COUNCIL,1529689,"£25,000.00"
HMCS,16-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1528771,"£70,118.06"
HMCS,18-Mar-11,EZ999-Wales Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DERYN PROPERTIES (INVESTMENTS) LLP,1531589,"£43,834.20"
HMCS,18-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,R&M CLARKSON LTD,1531958,"£102,044.39"
HMCS,18-Mar-11,CZ999-South East Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1531657,"£448,834.97"
HMCS,18-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,POINTER LTD,1531939,"£126,436.91"
HMCS,18-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WATSONS BUILDING SERVICES LTD,1532102,"£46,169.76"
HMCS,18-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WATSONS BUILDING SERVICES LTD,1532102,"£62,225.52"
HMCS,18-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WATSONS BUILDING SERVICES LTD,1532102,"£76,423.08"
HMCS,18-Mar-11,CZ999-South East Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1531657,"£579,850.60"
HMCS,23-Mar-11,DZ999-South West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,HURD ROLLAND PARTNERSHIP,1537593,"£32,493.35"
HMCS,23-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,STRATEGIC TEAM MAINTENANCE CO LTD,1538115,"£278,937.02"
HMCS,23-Mar-11,CZ999-South East Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,T & P ELECTRICAL FIRE DIVISION LTD,343280,"£95,431.68"
HMCS,23-Mar-11,EZ999-Wales Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WYG MANAGEMENT SERVICES LTD,1538309,"£27,674.48"
HMCS,23-Mar-11,EZ999-Wales Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WYG MANAGEMENT SERVICES LTD,1538309,"£32,727.17"
HMCS,23-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,STRATEGIC TEAM MAINTENANCE CO LTD,1538115,"£90,466.69"
HMCS,25-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,PAUL MCGARRY T/A INSIGHT,1540405,"£33,600.00"
HMCS,25-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,MACHENAIR BUILDING SERVICES LTD,1540285,"£55,272.70"
HMCS,25-Mar-11,GZ999-North West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1540005,"£40,043.16"
HMCS,30-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DEANE CONTROL SERVICES,1546965,"£59,267.40"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,ALBERT INNES LTD,1546599,"£88,991.96"
HMCS,30-Mar-11,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,DH FATHERS LTD,1546978,"£167,563.46"
HMCS,30-Mar-11,CZ999-South East Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,R&M CLARKSON LTD,1547738,"£29,695.32"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,REGINALD MAUDE LTD,1547769,"£65,392.19"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WATSONS BUILDING SERVICES LTD,1548116,"£49,050.34"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WATSONS BUILDING SERVICES LTD,1548116,"£122,255.44"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1547563,"£79,779.82"
HMCS,30-Mar-11,GZ999-North West Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,ARNAGE ELECTRONIC SECURITY LTD,1546627,"£27,066.00"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,REGINALD MAUDE LTD,1547769,"£50,055.91"
HMCS,30-Mar-11,HZ999-North East and Yorkshire,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,WATSONS BUILDING SERVICES LTD,1548116,"£85,249.44"
HMCS,31-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,TPS,1549417,"£27,313.20"
HMCS,31-Mar-11,BZ999-London Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,GODFREY SYRETT LTD,1548394,"£1,918,996.80"
HMCS,02-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1512748,"£42,761.40"
HMCS,02-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,ACCLAIM CONTRACTS LTD,1511375,"£86,412.00"
HMCS,02-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SYKES & SON LTD,1512882,"£33,505.39"
HMCS,02-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,SIMER ENVIRONMENTAL SERVICES LTD,1512828,"£33,389.46"
HMCS,04-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,BRITSPACE MODULAR BUILDINGS LIMITED,1514530,"£424,527.18"
HMCS,04-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,QUINN LONDON LTD,1515062,"£319,214.75"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1514564,"£45,708.01"
HMCS,04-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,WILSON JAMES LTD,1515302,"£145,613.83"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,532603-TA GBV Add CIS Labour Costs,HUGH LS MCCONNELL LTD,1514808,"£47,711.42"
HMCS,04-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,PAVEHALL PLC,1515015,"£41,227.37"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,AMSPEC LTD,1514430,"£105,110.13"
HMCS,04-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,BLAKE CONTRACTORS LTD,1514508,"£92,681.76"
HMCS,04-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,R&M CLARKSON LTD,1515063,"£85,795.21"
HMCS,04-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,STRUCTURA UK LIMITED,1515192,"£69,661.87"
HMCS,04-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1515081,"£57,186.00"
HMCS,04-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1514908,"£132,558.80"
HMCS,04-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,KERSHAW MECHANICAL SERVICES LTD,1514849,"£127,332.00"
HMCS,04-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,BAILEY MAINTENANCE LTD,1514461,"£29,997.60"
HMCS,04-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,MITIE TILLEY ROOFING LTD,1514938,"£88,702.46"
HMCS,04-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SKANSEN INTERIORS LTD,1515149,"£139,451.15"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,RCL BUILDING SERVICES LTD,1515070,"£105,976.07"
HMCS,04-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,WILSON JAMES LTD,1515302,"£396,610.90"
HMCS,04-Mar-11,HZ999-North East and Yorkshire,532603-TA GBV Add CIS Labour Costs,CRESTBROOK HEATING LTD,1514624,"£66,488.22"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,BAILEY MAINTENANCE LTD,1514461,"£70,886.80"
HMCS,04-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1514936,"£77,734.44"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,ERIC CHARLESWORTH  LTD,1514687,"£84,474.00"
HMCS,04-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1514936,"£469,200.70"
HMCS,04-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1514908,"£30,105.00"
HMCS,04-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,LORNE STEWART PLC,1514883,"£75,393.44"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,GARSIDE & LAYCOCK LTD,1514720,"£59,773.56"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1514565,"£50,248.32"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1514565,"£25,193.94"
HMCS,04-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1514565,"£25,853.14"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,R L DAVIES & SON LTD,1521439,"£333,339.34"
HMCS,09-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,AC MECHANICAL SERVICES LTD,331120,"£41,882.18"
HMCS,09-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,BASTION SECURITY INSTALLATIONS,1519782,"£25,380.28"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,R L DAVIES & SON LTD,1521439,"£71,810.48"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,R L DAVIES & SON LTD,1521439,"£89,285.71"
HMCS,09-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,KILLBY & GAYFORD LTD,1520271,"£38,088.22"
HMCS,09-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,J FLETCHER (ENGINEERS) LTD,1520234,"£38,375.06"
HMCS,09-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,ARK BUILD PLC,1519753,"£392,805.55"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,HENSTAFF CONSTRUCTION LTD,1520172,"£55,131.58"
HMCS,09-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,STRUCTURA UK LIMITED,1521591,"£50,108.93"
HMCS,09-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,BREYER GROUP PLC,331126,"£151,678.14"
HMCS,09-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,AC MECHANICAL SERVICES LTD,331120,"£40,407.07"
HMCS,09-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,MANCHESTER & CHESHIRE CONSTRUCTION CO LTD,1520362,"£215,722.20"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,R L DAVIES & SON LTD,1521439,"£28,500.00"
HMCS,09-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,ACCLAIM CONTRACTS LTD,1519727,"£54,036.00"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,LORNE STEWART PLC,1520331,"£46,574.92"
HMCS,09-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1520472,"£36,302.23"
HMCS,09-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1519996,"£75,682.33"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,R L DAVIES & SON LTD,1521439,"£188,765.47"
HMCS,09-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1521665,"£127,749.60"
HMCS,09-Mar-11,HZ999-North East and Yorkshire,532603-TA GBV Add CIS Labour Costs,BROADSTONE GROUP LTD,1519839,"£27,865.87"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,HENSTAFF CONSTRUCTION LTD,1520172,"£163,764.85"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,HENSTAFF CONSTRUCTION LTD,1520172,"£34,708.04"
HMCS,09-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,AC MECHANICAL SERVICES LTD,331120,"£37,995.94"
HMCS,09-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1521547,"£118,992.00"
HMCS,09-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,HENSTAFF CONSTRUCTION LTD,1520172,"£161,601.42"
HMCS,09-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,AC MECHANICAL SERVICES LTD,331120,"£35,927.56"
HMCS,11-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,ANSA ELEVATORS LTD,1523107,"£32,132.16"
HMCS,11-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,ACCLAIM CONTRACTS LTD,1523097,"£51,362.12"
HMCS,11-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,PLANSCAPE GROUP LIMITED,1523644,"£34,855.34"
HMCS,11-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1523545,"£228,192.94"
HMCS,11-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,QUINN LONDON LTD,1523659,"£87,065.16"
HMCS,11-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,F P HURLEY & SONS LTD,1523330,"£103,812.96"
HMCS,11-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,KIER FACILITIES SERVICES LTD,335793,"£43,618.26"
HMCS,11-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,BREYER GROUP PLC,335770,"£83,625.54"
HMCS,11-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,335887,"£36,220.80"
HMCS,11-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,ALL SECURITY SYSTEMS LTD,1523102,"£44,395.08"
HMCS,11-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1523590,"£74,915.08"
HMCS,16-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1529100,"£660,993.60"
HMCS,16-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CMB ENGINEERING,1528669,"£27,113.76"
HMCS,16-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,PEXHURST SERVICES LTD,1529364,"£185,725.42"
HMCS,16-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,CONCRETE REPAIRS LIMITED,1528685,"£75,083.45"
HMCS,16-Mar-11,HZ999-North East and Yorkshire,532603-TA GBV Add CIS Labour Costs,DIMESTAGE (CONSTRUCTION COMPANY) LTD (DCC),1528779,"£60,133.01"
HMCS,16-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,ARK BUILD PLC,1528499,"£88,133.93"
HMCS,18-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1531829,"£36,188.08"
HMCS,18-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1531971,"£60,428.64"
HMCS,18-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1531592,"£58,272.76"
HMCS,18-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,340290,"£36,220.80"
HMCS,18-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,BASTION SECURITY INSTALLATIONS,1531454,"£45,050.70"
HMCS,18-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DSM DEMOLITION LTD,1531602,"£26,195.50"
HMCS,18-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DALY ENGINEERING SERVICES LTD,1531576,"£58,700.16"
HMCS,18-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,TG ROOFING LTD,1532057,"£57,190.12"
HMCS,18-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,QUINN LONDON LTD,1531955,"£41,596.24"
HMCS,18-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,340290,"£36,967.20"
HMCS,18-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,340290,"£29,754.00"
HMCS,18-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,METSHAPE LTD,1531844,"£41,657.88"
HMCS,18-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MCDOWALL AIR CONDITIONING (UK) LTD,1531829,"£79,757.66"
HMCS,23-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1537795,"£78,602.48"
HMCS,23-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,ISLWYN PUGH CONSTRUCTION LTD,1537604,"£46,943.69"
HMCS,23-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,343276,"£39,170.40"
HMCS,23-Mar-11,EZ999-Wales Region,532603-TA GBV Add CIS Labour Costs,WB GRIFFITHS & SON LTD,1538245,"£27,600.00"
HMCS,23-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1538069,"£59,134.37"
HMCS,23-Mar-11,DZ999-South West Region,532603-TA GBV Add CIS Labour Costs,CHARTER INTERIORS LTD,1537263,"£34,200.00"
HMCS,23-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1538069,"£33,538.52"
HMCS,23-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,GARSIDE & LAYCOCK LTD,1537463,"£103,060.28"
HMCS,23-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,NORLAND MANAGED SERVICES LTD,1537849,"£57,490.20"
HMCS,25-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,EUROPEAN ASBESTOS SERVICES,1540051,"£40,968.00"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,21ST CENTURY LIFTS LTD,1539775,"£66,164.28"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,SIS SECURITY LTD,347389,"£27,363.60"
HMCS,25-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,TROJAN ROSE LTD,1540602,"£59,174.84"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,PARKERAY LTD,1540400,"£27,188.69"
HMCS,25-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,SITEC INTERIORS LTD,1540533,"£298,425.78"
HMCS,25-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1540004,"£441,730.22"
HMCS,25-Mar-11,BZ999-London Region,532603-TA GBV Add CIS Labour Costs,BRITSPACE MODULAR BUILDINGS LIMITED,1539880,"£375,662.58"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,1547771,"£55,734.53"
HMCS,30-Mar-11,FZ999-Midlands Region,532603-TA GBV Add CIS Labour Costs,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1547562,"£294,620.39"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,NEEDHAM (BULDING CONTRACTORS) LTD,1547602,"£26,240.75"
HMCS,30-Mar-11,IZ999-RCJ Group,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1548080,"£50,778.32"
HMCS,30-Mar-11,CZ999-South East Region,532603-TA GBV Add CIS Labour Costs,VINSTRATA BUILDERS (LONDON) LTD,1548080,"£105,833.15"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,DH FATHERS LTD,1546977,"£76,227.85"
HMCS,30-Mar-11,GZ999-North West Region,532603-TA GBV Add CIS Labour Costs,CARILLION PLANNED MAINTENANCE,1546816,"£45,763.99"
