ENTITY,DATE,EXPENSE AREA ,EXPENSE TYPE,SUPPLIER,TRANSACTION_NUMBER,AMOUNT
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222142-Utility - Electricity,EDF ENERGY LTD,1043479,"£56,960.50"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222151-Security,CARLISLE SECURITY SERVICES LTD,1043441,"£38,458.00"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222151-Security,CARLISLE SECURITY SERVICES LTD,1043441,"£113,198.32"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222152-Cleaning (excl Waste Collctn),LANCASTER OFFICE CLEANING CO LTD,1043550,"£110,448.07"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,222154-Equipment Maintenance,CABLE & WIRELESS,1044949,"£48,026.40"
MoJ HQ,28-Mar-11,NZ406-Strategic Estates Feeder,222155-Other Service Contracts - Accommodation,CALIBRE CONSULTANCY LTD,1045338,"£73,388.47"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222192-CIS Labour Mechanical & Electric,M J FERGUSON LTD,1043566,"£201,065.70"
MoJ HQ,10-Mar-11,NZ406-Strategic Estates Feeder,222193-CIS Labour B & CE,ASSOCIATED SERVICES (ESSEX) LTD,1043408,"£105,976.79"
MoJ HQ,24-Mar-11,NZ406-Strategic Estates Feeder,222193-CIS Labour B & CE,M J FERGUSON LTD,1045085,"£66,654.85"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223210-SCA IT Serv Chgs LOCCS LIBRA Infstr,HP ENTERPRISE SERVICES UK LTD,1043128,"£77,132.56"
MoJ HQ,28-Mar-11,LZ430-I&B Operations,223320-IT Services ARAMIS,NATIONAL SAVINGS & INVESTMENTS,1045461,"£759,610.00"
MoJ HQ,17-Mar-11,NX900-MOJ Shared Services,223321-Liberata - Payroll Services,LIBERATA UK LTD,1044271,"£308,469.46"
MoJ HQ,24-Mar-11,QZ600-CPG Other,223321-Liberata - Payroll Services,AVON & SOMERSET PROBATION AREA,1044918,"£54,112.26"
MoJ HQ,03-Mar-11,KY220-Access to Justice Change,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1042885,"£29,700.00"
MoJ HQ,17-Mar-11,NX900-MOJ Shared Services,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1044271,"£37,127.36"
MoJ HQ,17-Mar-11,NX900-MOJ Shared Services,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1044271,"£29,564.41"
MoJ HQ,28-Mar-11,KY220-Access to Justice Change,223324-ARAMIS RFC Costs,LIBERATA UK LTD,1045435,"£29,700.00"
MoJ HQ,21-Mar-11,NX900-MOJ Shared Services,223325-ARAMIS Other Services,LIBERATA UK LTD,1044574,"£1,379,545.64"
MoJ HQ,10-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,TNS BMRB,1043669,"£42,278.40"
MoJ HQ,14-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,UNIVERSITY OF KENT,1043983,"£37,104.15"
MoJ HQ,17-Mar-11,LZ600-Transforming Justice,223410-Research & Associated Costs,THE FUTURES COMPANY,1044371,"£68,400.00"
MoJ HQ,17-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1044298,"£49,155.01"
MoJ HQ,17-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,UNIVERSITY OF SURREY,1044386,"£34,791.96"
MoJ HQ,24-Mar-11,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1045089,"£314,078.40"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223513-Design/Print/Reprographic Services,LIBERATA UK LTD,1043887,"£27,373.64"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223513-Design/Print/Reprographic Services,LIBERATA UK LTD,1043887,"£85,164.18"
MoJ HQ,03-Mar-11,NZ406-Strategic Estates Feeder,223515-Postage & Distribution - Royal Mail,ROYAL MAIL GROUP PLC,1042950,"£26,586.00"
MoJ HQ,03-Mar-11,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1042969,"£42,464.40"
MoJ HQ,24-Mar-11,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1045184,"£66,806.10"
MoJ HQ,28-Mar-11,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1045515,"£66,806.10"
MoJ HQ,03-Mar-11,NX900-MOJ Shared Services,223532-Pension advice & administration,CAPITA HARTSHEAD LTD,1042773,"£52,515.90"
MoJ HQ,30-Mar-11,NX900-MOJ Shared Services,223532-Pension advice & administration,CAPITA HARTSHEAD LTD,1045604,"£52,233.97"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1042855,"£92,780.35"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,VP TREEN & ASSOCIATES,1042989,"£36,000.00"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,VP TREEN & ASSOCIATES,1042989,"£30,600.00"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HM PRISON SERVICE,1042849,"£37,968.71"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HM PRISON SERVICE,1042849,"£599,682.19"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CACI LTD,1043064,"£28,200.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CACI LTD,1043438,"£69,870.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1043869,"£29,986.14"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INSIGHT DIRECT (UK) LTD,1043870,"£33,520.80"
MoJ HQ,17-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,STERIA LTD,1044358,"£236,989.34"
MoJ HQ,21-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1044554,"£190,773.86"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CABLE & WIRELESS,1044949,"£449,760.00"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045412,"£42,699.45"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1045405,"£127,340.72"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,MEGA INTERNATIONAL LTD,1045455,"£50,400.00"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CABLE & WIRELESS,1045601,"£97,407.44"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,V P TREEN LTD,1045884,"£30,258.60"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,STERIA LTD,1045854,"£237,708.78"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,BYTES SOFTWARE SERVICES LTD,1045600,"£117,175.75"
MoJ HQ,30-Mar-11,LZ600-Transforming Justice,223536-IT Services incl Web Hosting,NINIAN SOLUTIONS LTD,1045784,"£66,600.00"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045996,"£54,163.20"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045996,"£33,887.10"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,COMPUTERS IN PERSONNEL LTD,1046094,"£45,270.00"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£70,099.45"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£41,062.32"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£120,224.71"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£174,716.40"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£168,913.20"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£32,961.15"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£50,526.31"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£133,674.40"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829,"£274,386.68"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£123,978.45"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£133,865.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£95,641.99"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£68,764.04"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£70,099.45"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£50,526.31"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£32,961.15"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£41,062.32"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£44,116.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493,"£174,716.40"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1045673,"£428,534.12"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1045673,"£436,172.74"
MoJ HQ,10-Mar-11,LZ600-Transforming Justice,"223539-Publicity, Advertising & Communictn (VAT Recovrbl)",THE PRESS ASSOCIATION,1043667,"£27,072.92"
MoJ HQ,03-Mar-11,PZ501-MoJ ICT Feeder,223545-Telecomms - Charges/Rental - mobile,VODAFONE CORPORATE LTD,1042988,"£26,294.10"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223545-Telecomms - Charges/Rental - mobile,VODAFONE CORPORATE LTD,1045886,"£26,210.68"
MoJ HQ,07-Mar-11,KY220-Access to Justice Change,223560-DISC IT Application Costs,LOGICA UK LTD,1043154,"£96,700.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£193,680.46"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£28,578.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£365,083.81"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£176,286.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£42,773.10"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£41,767.20"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£64,521.24"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£30,600.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£37,266.61"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£68,098.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£235,692.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£540,000.00"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£84,952.82"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£35,470.80"
MoJ HQ,10-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563,"£61,220.40"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043890,"£482,613.60"
MoJ HQ,30-Mar-11,KY220-Access to Justice Change,223560-DISC IT Application Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£61,591.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£106,732.80"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£104,610.00"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£460,543.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£462,819.60"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£70,015.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£32,616.00"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£398,689.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£1,789,555.20"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£1,118,730.00"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£785,570.40"
MoJ HQ,07-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045,"£189,000.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"£92,493.83"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"£46,328.32"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,HOME OFFICE,1043865,"£199,856.02"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"£154,440.00"
MoJ HQ,14-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781,"£46,874.40"
MoJ HQ,17-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044142,"£192,304.80"
MoJ HQ,21-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044481,"£61,586.40"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£104,610.00"
MoJ HQ,24-Mar-11,NX900-MOJ Shared Services,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£25,233.13"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£660,000.00"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£462,819.60"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£106,732.80"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£398,689.20"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£1,789,555.20"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£785,570.40"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£189,000.00"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£70,015.20"
MoJ HQ,24-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915,"£460,543.20"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£2,432,042.74"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£74,844.00"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£117,221.58"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£219,770.76"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£228,320.10"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£1,118,730.00"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£268,302.53"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£1,477,052.77"
MoJ HQ,28-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303,"£95,301.36"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£56,404.30"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£30,242.53"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£31,392.24"
MoJ HQ,30-Mar-11,NZ406-Strategic Estates Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£52,333.20"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,HOME OFFICE,1045705,"£55,585.52"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£35,072.40"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£36,138.00"
MoJ HQ,30-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574,"£154,984.50"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"£25,981.20"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"£32,616.00"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"£84,960.00"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"£70,081.20"
MoJ HQ,31-Mar-11,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"£67,440.60"
MoJ HQ,31-Mar-11,NX900-MOJ Shared Services,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915,"£134,400.00"
MoJ HQ,24-Mar-11,KY500-Access to Justice Procurement,223565-Claims Mgt Subcontractor Charges,STAFFORDSHIRE COUNTY COUNCIL,1045176,"£149,292.00"
MoJ HQ,10-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,LOGICA UK LTD,1043562,"£78,735.60"
MoJ HQ,10-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,LOGICA UK LTD,1043562,"£76,317.60"
MoJ HQ,14-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,ATOS ORIGIN IT SERVICES UK LTD T/A ATOS HEALTHCARE,1043782,"£66,621.60"
MoJ HQ,24-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1044949,"£26,408.40"
MoJ HQ,24-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1044949,"£25,858.22"
MoJ HQ,28-Mar-11,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",223566-IT Running Costs - CJG,HOME OFFICE IT,1045406,"£68,222.97"
MoJ HQ,28-Mar-11,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1045336,"£26,408.40"
MoJ HQ,30-Mar-11,LZ600-Transforming Justice,223571-Consultancy,PA CONSULTING GROUPS,1045803,"£60,480.00"
MoJ HQ,24-Mar-11,KY300-Legal Services Strategy,223572-Consultancy (Advisory only),DSTL,1044993,"£36,772.78"
MoJ HQ,03-Mar-11,RE999-CJG - Research & Analysis,223641-OGD Services Under SLA,HOME OFFICE,1042855,"£28,385.65"
MoJ HQ,24-Mar-11,RE999-CJG - Research & Analysis,223641-OGD Services Under SLA,HOME OFFICE,1045039,"£34,075.00"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"£60,511.27"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"£141,659.76"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"£183,985.09"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"£150,296.81"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"£32,308.04"
MoJ HQ,28-Mar-11,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392,"£108,571.73"
MoJ HQ,17-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1044163,"£33,656.20"
MoJ HQ,21-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1044502,"£33,564.60"
MoJ HQ,30-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1045602,"£39,836.01"
MoJ HQ,30-Mar-11,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1045602,"£29,378.52"
MoJ HQ,09-Mar-11,KY300-Legal Services Strategy,243010-Legal Services Commission - Administration Grants,LEGAL SERVICES COMMISSION,6283,"£26,000,000.00"
MoJ HQ,07-Mar-11,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6281,"£1,440,000.00"
MoJ HQ,14-Mar-11,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6285,"£65,000.00"
MoJ HQ,16-Mar-11,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6287,"£85,000.00"
MoJ HQ,16-Mar-11,KY340-Access to Justice Delivery,243210-Grants to OCJR,CRIMINAL CASES REVIEW COMMISSION,6286,"£500,000.00"
