F1,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F7,F8,F9
0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,5,0,5,1,0,27,1,14,9,1,11,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,3,1,2,1,1,0,0,0
0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,2,0,0,3,8,0,0,4,0,0,0,5,1,0,0,8,0,1,53,2,24,2,3,0,1,0
0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,0,1,1,0,0,3,0,0,33,1,14,3,1,3,1,1
1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,2,2,0,2,0,0,0,0,1,0,63,4,16,1,0,0,0,0
0,1,0,0,2,0,2,0,7,0,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,2,0,8,1,0,0,3,0,0,47,3,21,1,1,1,0,0
0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,4,0,38,1,14,0,1,1,0,0
1,4,1,0,2,0,0,0,1,3,0,0,1,0,0,0,0,3,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,3,4,0,0,3,0,1,0,1,2,1,0,0,1,0,54,1,37,3,3,0,0,0
1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,1,4,0,0,0,3,0,0,34,2,20,0,1,0,0,0
0,1,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,1,0,1,0,0,3,4,1,0,0,2,3,0,40,3,15,1,0,0,0,1
0,0,0,0,2,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,3,3,0,0,2,0,0,37,0,13,3,0,0,0,0
0,3,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,1,7,1,1,1,1,0,0,0,0,3,0,54,4,25,4,2,1,1,1
0,0,1,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,2,0,0,2,1,0,29,1,10,0,1,0,0,0
0,0,3,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,31,2,15,2,1,0,0,0
0,0,1,0,5,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2,0,2,3,4,2,0,0,7,0,0,23,2,15,1,1,0,1,0
0,3,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,35,0,15,2,1,0,0,0
0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,32,2,15,1,2,1,0,0
0,2,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,5,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,5,2,0,70,3,20,3,3,0,0,0
0,2,1,1,0,0,0,3,3,1,1,0,0,5,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,58,7,28,4,2,0,0,0
0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,6,12,0,0,0,0,0
0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,3,3,1,0,0,5,0,0,41,1,28,0,2,1,0,0
0,1,0,0,4,1,2,1,1,2,2,0,2,1,0,0,0,0,0,2,4,6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,4,2,0,88,9,36,2,2,0,0,1
1,1,0,1,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,1,2,0,3,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,47,2,14,0,1,0,0,1
0,1,0,1,0,1,1,0,3,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,1,0,1,0,0,0,1,0,0,47,1,10,1,4,3,0,1
0,0,0,3,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,45,5,20,0,0,0,0,0
1,1,1,1,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,7,2,1,3,1,0,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,57,3,26,3,2,0,1,0
0,3,4,1,1,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,62,4,25,0,2,0,0,1
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,43,2,22,1,1,0,0,1
1,1,1,0,1,0,2,1,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,34,5,21,0,1,0,0,0
1,3,3,0,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,45,6,24,0,2,0,0,1
0,2,1,3,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,4,1,65,4,25,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0,31,1,19,2,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,47,0,23,0,1,0,0,0
0,4,2,0,3,0,0,0,3,1,0,1,0,3,0,1,0,0,1,0,2,0,0,3,1,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,51,4,17,3,1,0,1,0
0,1,4,0,1,0,2,2,1,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,44,5,18,1,0,0,0,0
0,5,0,0,2,0,1,0,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,3,3,0,47,5,24,1,8,0,0,0
0,1,0,0,2,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,39,5,35,3,1,0,0,0
0,1,0,0,3,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,43,2,16,1,1,0,0,0
0,0,2,1,1,10,0,0,0,2,1,0,0,3,0,0,0,1,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,2,0,1,0,5,2,0,71,4,35,3,0,0,0,0
0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,1,0,50,1,20,0,1,1,0,0
0,1,1,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,0,37,5,21,1,0,0,0,0
0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,42,0,17,1,0,1,0,0
2,0,1,0,4,2,1,0,0,1,0,1,2,0,0,0,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,6,1,0,0,1,2,0,0,1,0,0,0,1,0,0,1,4,0,2,0,4,0,5,52,8,35,3,2,8,2,5
0,2,0,1,2,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,0,4,0,0,27,2,24,0,0,0,0,0
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,1,0,28,3,11,1,0,0,0,0
0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,19,0,12,2,1,0,0,0
0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,16,1,10,1,0,0,0,0
0,0,2,1,0,1,1,0,4,0,0,0,0,1,0,0,0,1,0,1,1,2,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,1,0,1,0,0,0,0,0,5,2,0,44,4,28,2,0,0,0,1
0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,3,0,0,0,2,3,0,0,0,3,0,0,0,1,1,0,39,3,18,3,0,0,0,0
0,1,0,1,0,1,0,0,1,0,2,3,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,4,0,1,2,0,0,0,0,1,3,0,53,3,25,1,1,0,0,0
0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,3,3,1,0,0,1,0,0,0,3,0,0,0,0,1,2,0,23,5,12,1,0,0,0,0
0,0,0,0,1,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,4,1,0,36,1,11,0,0,1,0,0
0,3,2,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,6,2,0,0,0,0,2,0,1,2,0,0,0,2,0,0,26,2,11,2,0,0,0,0
0,1,0,0,4,1,5,0,3,2,0,0,0,3,0,1,0,0,0,0,2,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,4,0,0,49,3,30,3,0,2,0,0
0,0,3,0,1,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,4,10,0,0,0,0,1,1,0,5,1,0,0,0,5,0,0,42,4,16,3,0,0,0,0
1,6,0,1,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,8,0,0,40,5,11,3,1,0,0,1
0,2,1,1,1,0,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,38,3,21,2,2,0,0,0
1,2,0,1,1,0,0,1,3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,1,1,0,0,0,0,1,2,1,0,1,0,0,32,4,15,0,0,1,0,0
0,2,0,2,1,1,0,0,4,0,2,1,1,0,0,0,0,0,0,0,3,4,0,0,2,0,1,0,1,1,4,0,2,0,0,2,0,0,2,1,0,0,2,0,0,2,0,2,2,3,1,0,0,5,3,0,72,2,45,3,3,0,0,1
0,0,3,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,1,0,36,2,21,1,2,0,0,0
0,6,2,0,1,1,0,1,5,2,1,0,0,3,0,0,0,0,0,2,2,1,0,0,1,0,0,1,3,0,0,0,0,0,1,1,1,2,1,1,0,2,0,2,0,3,0,0,0,6,0,0,0,4,4,0,62,3,32,2,0,0,0,1
0,1,0,0,0,0,2,1,1,3,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,4,1,2,0,1,0,1,0,0,1,0,1,2,2,1,1,1,0,0,0,1,2,0,6,0,0,0,0,1,2,0,63,6,28,3,0,1,0,0
0,1,2,0,1,1,1,5,2,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,2,0,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,4,0,0,1,0,3,2,0,46,12,25,4,0,1,0,0
0,1,0,0,0,0,3,0,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,4,1,0,56,6,23,1,2,0,0,0
1,1,1,0,2,0,0,1,3,1,0,0,0,1,0,0,1,1,0,1,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,33,1,19,0,0,0,0,0
0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,3,2,0,43,4,23,2,0,0,0,0
0,0,3,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,0,0,1,0,0,0,1,0,2,0,0,3,0,0,6,3,0,52,5,29,0,1,0,1,0
0,1,2,0,0,2,3,0,2,2,4,1,0,1,0,0,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,0,2,3,0,0,0,5,0,0,88,9,36,1,1,0,0,1
0,0,1,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,5,0,77,3,24,1,0,0,0,0
0,1,0,1,0,1,1,0,2,1,1,0,0,3,0,0,1,0,0,0,1,2,0,0,1,0,1,4,0,0,0,0,0,0,6,0,3,0,2,0,0,2,0,0,0,1,0,1,1,1,0,0,0,1,1,0,67,7,43,2,3,0,0,0
0,2,0,0,1,0,1,0,2,0,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,64,0,21,2,0,0,0,1
0,0,1,1,0,0,1,0,2,0,1,0,0,4,0,0,0,0,0,1,1,3,0,0,1,0,0,2,0,0,0,0,1,0,0,6,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,50,3,21,0,0,0,0,0
0,0,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,4,0,0,54,1,22,4,0,0,0,0
1,0,0,0,2,0,1,0,0,1,2,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,1,1,3,0,0,0,0,0,1,2,0,0,0,0,1,0,0,53,3,20,1,1,1,0,0
0,2,4,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,3,1,1,1,0,1,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,42,2,23,1,0,1,0,2
1,1,0,1,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,48,5,16,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,6,0,0,0,3,1,0,0,0,1,0,23,0,10,0,0,1,0,0
0,1,0,1,1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,35,7,25,1,2,1,0,0
0,2,0,0,2,1,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,2,3,0,48,6,23,0,0,0,1,0
0,5,1,1,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,1,0,0,0,1,1,1,1,0,0,0,6,0,6,0,0,0,0,1,2,1,1,2,1,0,0,3,5,0,50,5,27,3,1,0,0,0
1,1,0,1,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,2,1,0,0,3,4,0,54,3,33,1,0,0,0,1
0,4,3,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,2,1,0,1,1,1,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,3,0,0,43,4,16,1,1,0,1,0
0,0,1,0,0,0,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,1,4,0,0,2,0,0,0,3,0,0,0,2,0,1,0,3,0,0,36,1,16,0,0,0,0,0
0,2,1,0,1,2,1,2,3,1,0,2,0,1,0,0,0,1,0,0,1,0,0,1,1,4,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,2,0,0,0,3,0,0,43,7,16,2,1,0,0,0
2,2,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,5,2,0,53,2,25,2,3,0,0,0
0,1,1,1,0,1,0,0,2,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2,0,1,1,0,0,0,2,0,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,2,0,36,2,19,1,4,1,0,0
0,2,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,0,0,3,2,0,36,2,17,1,1,0,0,0
0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,2,1,0,13,0,16,2,0,0,0,2
0,0,0,1,0,2,1,0,3,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,1,1,0,1,1,0,0,0,2,0,0,0,0,0,7,0,1,1,0,1,1,1,0,0,1,2,4,0,0,1,1,0,50,3,18,0,0,1,0,0
0,1,2,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,1,0,0,0,1,0,0,0,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,0,4,0,0,38,1,17,0,1,0,0,0
0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,2,1,43,1,27,4,2,3,0,0
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,31,2,23,6,0,0,0,1
0,2,0,1,3,1,0,0,4,2,1,0,0,1,0,0,1,1,0,2,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,3,1,0,60,0,38,0,1,2,0,0
0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,2,2,5,1,0,0,4,1,0,51,1,42,4,2,1,0,0
0,0,1,1,0,0,1,2,3,0,1,0,2,4,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,1,0,47,1,19,3,0,0,0,0
0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,4,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,2,0,60,0,27,1,1,0,0,0
0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,53,2,21,1,2,0,0,0
1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,28,2,15,0,1,6,0,3
1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,2,4,0,0,0,0,2,0,0,2,0,0,1,2,0,0,1,4,0,3,0,1,1,3,41,3,28,5,2,3,3,2
0,2,2,0,0,1,2,1,0,2,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,21,6,11,6,1,6,0,1
0,0,0,0,3,1,0,1,2,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,5,0,4,0,4,39,1,18,4,1,6,3,6
0,1,1,0,0,0,1,2,1,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,1,1,3,7,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,6,1,0,63,5,18,0,1,0,0,1
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,1,0,0,2,1,1,0,0,2,0,0,26,9,21,5,2,6,0,1
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,2,1,17,1,9,4,1,5,1,2
0,0,0,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,1,1,3,0,1,0,0,0,6,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,18,3,1,0,0,0
0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,35,2,11,4,2,3,5,2
0,6,1,0,1,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,49,3,23,1,0,0,0,1
