Chamber,Danger,Homecage,Leverpress,Safety,Session,Shock,Timestep,Trial
1,0,0,0,1,2,0,774,4
1,0,0,0,1,2,0,775,4
1,0,0,0,1,2,0,776,4
1,0,0,0,1,2,0,777,4
1,0,0,0,1,2,0,778,4
1,0,0,0,1,2,0,779,4
1,0,0,0,1,2,0,780,4
1,0,0,0,1,2,0,781,4
1,0,0,0,1,2,0,782,4
1,0,0,0,1,2,0,783,4
1,0,0,0,1,2,0,784,4
1,0,0,0,1,2,0,785,4
1,0,0,0,1,2,0,786,4
1,0,0,0,1,2,0,787,4
1,0,0,0,1,2,0,788,4
1,1,0,0,0,2,0,789,5
1,1,0,0,0,2,0,790,5
1,1,0,0,0,2,0,791,5
1,1,0,0,0,2,0,792,5
1,1,0,0,0,2,0,793,5
1,1,0,0,0,2,0,794,5
1,1,0,0,0,2,1,795,5
1,1,0,0,0,2,1,796,5
1,1,0,0,0,2,1,797,5
1,1,0,0,0,2,1,798,5
1,1,0,0,0,2,1,799,5
1,1,0,0,0,2,1,800,5
1,0,0,0,1,2,0,801,5
1,0,0,0,1,2,0,802,5
1,0,0,0,1,2,0,803,5
1,0,0,0,1,2,0,804,5
1,0,0,0,1,2,0,805,5
1,0,0,0,1,2,0,806,5
1,0,0,0,1,2,0,807,5
1,0,0,0,1,2,0,808,5
1,0,0,0,1,2,0,809,5
1,0,0,0,1,2,0,810,5
1,0,0,0,1,2,0,811,5
1,0,0,0,1,2,0,812,5
1,0,0,0,1,2,0,813,5
1,0,0,0,1,2,0,814,5
1,0,0,0,1,2,0,815,5
1,1,0,0,0,2,0,816,6
1,1,0,0,0,2,0,817,6
1,1,0,0,0,2,0,818,6
1,1,0,0,0,2,0,819,6
1,1,0,0,0,2,0,820,6
1,1,0,0,0,2,0,821,6
1,1,0,0,0,2,1,822,6
1,1,0,0,0,2,1,823,6
1,1,0,0,0,2,1,824,6
1,1,0,0,0,2,1,825,6
1,1,0,0,0,2,1,826,6
1,1,0,0,0,2,1,827,6
1,0,0,0,1,2,0,828,6
1,0,0,0,1,2,0,829,6
1,0,0,0,1,2,0,830,6
1,0,0,0,1,2,0,831,6
1,0,0,0,1,2,0,832,6
1,0,0,0,1,2,0,833,6
1,0,0,0,1,2,0,834,6
1,0,0,0,1,2,0,835,6
1,0,0,0,1,2,0,836,6
1,0,0,0,1,2,0,837,6
1,0,0,0,1,2,0,838,6
1,0,0,0,1,2,0,839,6
1,0,0,0,1,2,0,840,6
1,0,0,0,1,2,0,841,6
1,0,0,0,1,2,0,842,6
1,1,0,0,0,2,0,843,7
1,1,0,0,0,2,0,844,7
1,1,0,0,0,2,0,845,7
1,1,0,0,0,2,0,846,7
1,1,0,0,0,2,0,847,7
1,1,0,0,0,2,0,848,7
1,1,0,0,0,2,1,849,7
1,1,0,0,0,2,1,850,7
1,1,0,0,0,2,1,851,7
1,1,0,0,0,2,1,852,7
1,1,0,0,0,2,1,853,7
1,1,0,0,0,2,1,854,7
1,0,0,0,1,2,0,855,7
1,0,0,0,1,2,0,856,7
1,0,0,0,1,2,0,857,7
1,0,0,0,1,2,0,858,7
1,0,0,0,1,2,0,859,7
1,0,0,0,1,2,0,860,7
1,0,0,0,1,2,0,861,7
1,0,0,0,1,2,0,862,7
1,0,0,0,1,2,0,863,7
1,0,0,0,1,2,0,864,7
1,0,0,0,1,2,0,865,7
1,0,0,0,1,2,0,866,7
1,0,0,0,1,2,0,867,7
1,0,0,0,1,2,0,868,7
1,0,0,0,1,2,0,869,7
1,1,0,0,0,2,0,870,8
1,1,0,0,0,2,0,871,8
1,1,0,0,0,2,0,872,8
1,1,0,0,0,2,0,873,8
1,1,0,0,0,2,0,874,8
1,1,0,0,0,2,0,875,8
1,1,0,0,0,2,1,876,8
1,1,0,0,0,2,1,877,8
1,1,0,0,0,2,1,878,8
1,1,0,0,0,2,1,879,8
1,1,0,0,0,2,1,880,8
1,1,0,0,0,2,1,881,8
1,0,0,0,1,2,0,882,8
1,0,0,0,1,2,0,883,8
1,0,0,0,1,2,0,884,8
1,0,0,0,1,2,0,885,8
1,0,0,0,1,2,0,886,8
1,0,0,0,1,2,0,887,8
1,0,0,0,1,2,0,888,8
1,0,0,0,1,2,0,889,8
1,0,0,0,1,2,0,890,8
1,0,0,0,1,2,0,891,8
1,0,0,0,1,2,0,892,8
1,0,0,0,1,2,0,893,8
1,0,0,0,1,2,0,894,8
1,0,0,0,1,2,0,895,8
1,0,0,0,1,2,0,896,8
1,1,0,0,0,2,0,897,9
1,1,0,0,0,2,0,898,9
1,1,0,0,0,2,0,899,9
1,1,0,0,0,2,0,900,9
1,1,0,0,0,2,0,901,9
1,1,0,0,0,2,0,902,9
1,1,0,0,0,2,1,903,9
1,1,0,0,0,2,1,904,9
1,1,0,0,0,2,1,905,9
1,1,0,0,0,2,1,906,9
1,1,0,0,0,2,1,907,9
1,1,0,0,0,2,1,908,9
1,0,0,0,1,2,0,909,9
1,0,0,0,1,2,0,910,9
1,0,0,0,1,2,0,911,9
1,0,0,0,1,2,0,912,9
1,0,0,0,1,2,0,913,9
1,0,0,0,1,2,0,914,9
1,0,0,0,1,2,0,915,9
1,0,0,0,1,2,0,916,9
1,0,0,0,1,2,0,917,9
1,0,0,0,1,2,0,918,9
1,0,0,0,1,2,0,919,9
1,0,0,0,1,2,0,920,9
1,0,0,0,1,2,0,921,9
1,0,0,0,1,2,0,922,9
1,0,0,0,1,2,0,923,9
1,1,0,0,0,2,0,924,10
1,1,0,0,0,2,0,925,10
1,1,0,0,0,2,0,926,10
1,1,0,0,0,2,0,927,10
1,1,0,0,0,2,0,928,10
1,1,0,0,0,2,0,929,10
1,1,0,0,0,2,1,930,10
1,1,0,0,0,2,1,931,10
1,1,0,0,0,2,1,932,10
1,1,0,0,0,2,1,933,10
1,1,0,0,0,2,1,934,10
1,1,0,0,0,2,1,935,10
1,0,0,0,1,2,0,936,10
1,0,0,0,1,2,0,937,10
1,0,0,0,1,2,0,938,10
1,0,0,0,1,2,0,939,10
1,0,0,0,1,2,0,940,10
1,0,0,0,1,2,0,941,10
1,0,0,0,1,2,0,942,10
1,0,0,0,1,2,0,943,10
1,0,0,0,1,2,0,944,10
1,0,0,0,1,2,0,945,10
1,0,0,0,1,2,0,946,10
1,0,0,0,1,2,0,947,10
1,0,0,0,1,2,0,948,10
1,0,0,0,1,2,0,949,10
1,0,0,0,1,2,0,950,10
1,1,0,0,0,2,0,951,11
1,1,0,0,0,2,0,952,11
1,1,0,0,0,2,0,953,11
1,1,0,0,0,2,0,954,11
1,1,0,0,0,2,0,955,11
1,1,0,0,0,2,0,956,11
1,1,0,0,0,2,1,957,11
1,1,0,0,0,2,1,958,11
1,1,0,0,0,2,1,959,11
1,1,0,0,0,2,1,960,11
1,1,0,0,0,2,1,961,11
1,1,0,0,0,2,1,962,11
1,0,0,0,1,2,0,963,11
1,0,0,0,1,2,0,964,11
1,0,0,0,1,2,0,965,11
1,0,0,0,1,2,0,966,11
1,0,0,0,1,2,0,967,11
1,0,0,0,1,2,0,968,11
1,0,0,0,1,2,0,969,11
1,0,0,0,1,2,0,970,11
1,0,0,0,1,2,0,971,11
1,0,0,0,1,2,0,972,11
1,0,0,0,1,2,0,973,11
1,0,0,0,1,2,0,974,11
1,0,0,0,1,2,0,975,11
1,0,0,0,1,2,0,976,11
1,0,0,0,1,2,0,977,11
1,1,0,0,0,2,0,978,12
1,1,0,0,0,2,0,979,12
1,1,0,0,0,2,0,980,12
1,1,0,0,0,2,0,981,12
1,1,0,0,0,2,0,982,12
1,1,0,0,0,2,0,983,12
1,1,0,0,0,2,1,984,12
1,1,0,0,0,2,1,985,12
1,1,0,0,0,2,1,986,12
1,1,0,0,0,2,1,987,12
1,1,0,0,0,2,1,988,12
1,1,0,0,0,2,1,989,12
1,0,0,0,1,2,0,990,12
1,0,0,0,1,2,0,991,12
1,0,0,0,1,2,0,992,12
1,0,0,0,1,2,0,993,12
1,0,0,0,1,2,0,994,12
1,0,0,0,1,2,0,995,12
1,0,0,0,1,2,0,996,12
1,0,0,0,1,2,0,997,12
1,0,0,0,1,2,0,998,12
1,0,0,0,1,2,0,999,12
1,0,0,0,1,2,0,1000,12
1,0,0,0,1,2,0,1001,12
1,0,0,0,1,2,0,1002,12
1,0,0,0,1,2,0,1003,12
1,0,0,0,1,2,0,1004,12
1,1,0,0,0,2,0,1005,13
1,1,0,0,0,2,0,1006,13
1,1,0,0,0,2,0,1007,13
1,1,0,0,0,2,0,1008,13
1,1,0,0,0,2,0,1009,13
1,1,0,0,0,2,0,1010,13
1,1,0,0,0,2,1,1011,13
1,1,0,0,0,2,1,1012,13
1,1,0,0,0,2,1,1013,13
1,1,0,0,0,2,1,1014,13
1,1,0,0,0,2,1,1015,13
1,1,0,0,0,2,1,1016,13
1,0,0,0,1,2,0,1017,13
1,0,0,0,1,2,0,1018,13
1,0,0,0,1,2,0,1019,13
1,0,0,0,1,2,0,1020,13
1,0,0,0,1,2,0,1021,13
1,0,0,0,1,2,0,1022,13
1,0,0,0,1,2,0,1023,13
1,0,0,0,1,2,0,1024,13
1,0,0,0,1,2,0,1025,13
1,0,0,0,1,2,0,1026,13
1,0,0,0,1,2,0,1027,13
1,0,0,0,1,2,0,1028,13
1,0,0,0,1,2,0,1029,13
1,0,0,0,1,2,0,1030,13
1,0,0,0,1,2,0,1031,13
1,1,0,0,0,2,0,1032,14
1,1,0,0,0,2,0,1033,14
1,1,0,0,0,2,0,1034,14
1,1,0,0,0,2,0,1035,14
1,1,0,0,0,2,0,1036,14
1,1,0,0,0,2,0,1037,14
1,1,0,0,0,2,1,1038,14
1,1,0,0,0,2,1,1039,14
1,1,0,0,0,2,1,1040,14
1,1,0,0,0,2,1,1041,14
1,1,0,0,0,2,1,1042,14
1,1,0,0,0,2,1,1043,14
1,0,0,0,1,2,0,1044,14
1,0,0,0,1,2,0,1045,14
1,0,0,0,1,2,0,1046,14
1,0,0,0,1,2,0,1047,14
1,0,0,0,1,2,0,1048,14
1,0,0,0,1,2,0,1049,14
1,0,0,0,1,2,0,1050,14
1,0,0,0,1,2,0,1051,14
1,0,0,0,1,2,0,1052,14
1,0,0,0,1,2,0,1053,14
1,0,0,0,1,2,0,1054,14
1,0,0,0,1,2,0,1055,14
1,0,0,0,1,2,0,1056,14
1,0,0,0,1,2,0,1057,14
1,0,0,0,1,2,0,1058,14
1,1,0,0,0,2,0,1059,15
1,1,0,0,0,2,0,1060,15
1,1,0,0,0,2,0,1061,15
1,1,0,0,0,2,0,1062,15
1,1,0,0,0,2,0,1063,15
1,1,0,0,0,2,0,1064,15
1,1,0,0,0,2,1,1065,15
1,1,0,0,0,2,1,1066,15
1,1,0,0,0,2,1,1067,15
1,1,0,0,0,2,1,1068,15
1,1,0,0,0,2,1,1069,15
1,1,0,0,0,2,1,1070,15
1,0,0,0,1,2,0,1071,15
1,0,0,0,1,2,0,1072,15
1,0,0,0,1,2,0,1073,15
1,0,0,0,1,2,0,1074,15
1,0,0,0,1,2,0,1075,15
1,0,0,0,1,2,0,1076,15
1,0,0,0,1,2,0,1077,15
1,0,0,0,1,2,0,1078,15
1,0,0,0,1,2,0,1079,15
1,0,0,0,1,2,0,1080,15
1,0,0,0,1,2,0,1081,15
1,0,0,0,1,2,0,1082,15
1,0,0,0,1,2,0,1083,15
1,0,0,0,1,2,0,1084,15
1,0,0,0,1,2,0,1085,15
1,1,0,0,0,2,0,1086,16
1,1,0,0,0,2,0,1087,16
1,1,0,0,0,2,0,1088,16
1,1,0,0,0,2,0,1089,16
1,1,0,0,0,2,0,1090,16
1,1,0,0,0,2,0,1091,16
1,1,0,0,0,2,1,1092,16
1,1,0,0,0,2,1,1093,16
1,1,0,1,0,2,1,1094,16
1,0,0,1,1,2,0,1095,16
1,0,0,1,1,2,0,1096,16
1,0,0,1,1,2,0,1097,16
1,0,0,0,1,2,0,1098,16
1,0,0,0,1,2,0,1099,16
1,0,0,0,1,2,0,1100,16
1,0,0,0,1,2,0,1101,16
1,0,0,0,1,2,0,1102,16
1,0,0,0,1,2,0,1103,16
1,0,0,0,1,2,0,1104,16
1,0,0,0,1,2,0,1105,16
1,0,0,0,1,2,0,1106,16
1,0,0,0,1,2,0,1107,16
1,0,0,0,1,2,0,1108,16
1,0,0,0,1,2,0,1109,16
1,1,0,0,0,2,0,1110,17
1,1,0,0,0,2,0,1111,17
1,1,0,0,0,2,0,1112,17
1,1,0,0,0,2,0,1113,17
1,1,0,0,0,2,0,1114,17
1,1,0,0,0,2,0,1115,17
1,1,0,1,0,2,1,1116,17
1,0,0,0,1,2,0,1117,17
1,0,0,1,1,2,0,1118,17
1,0,0,1,1,2,0,1119,17
1,0,0,0,1,2,0,1120,17
1,0,0,0,1,2,0,1121,17
1,0,0,0,1,2,0,1122,17
1,0,0,1,1,2,0,1123,17
1,0,0,0,1,2,0,1124,17
1,0,0,0,1,2,0,1125,17
1,0,0,0,1,2,0,1126,17
1,0,0,0,1,2,0,1127,17
1,0,0,0,1,2,0,1128,17
1,0,0,0,1,2,0,1129,17
1,0,0,0,1,2,0,1130,17
1,0,0,0,1,2,0,1131,17
1,1,0,1,0,2,0,1132,18
1,0,0,1,1,2,0,1133,18
1,0,0,0,1,2,0,1134,18
1,0,0,1,1,2,0,1135,18
1,0,0,1,1,2,0,1136,18
1,0,0,1,1,2,0,1137,18
1,0,0,1,1,2,0,1138,18
1,0,0,0,1,2,0,1139,18
1,0,0,0,1,2,0,1140,18
1,0,0,1,1,2,0,1141,18
1,0,0,0,1,2,0,1142,18
1,0,0,0,1,2,0,1143,18
1,0,0,0,1,2,0,1144,18
1,0,0,0,1,2,0,1145,18
1,0,0,0,1,2,0,1146,18
1,0,0,0,1,2,0,1147,18
1,1,0,0,0,2,0,1148,19
1,1,0,0,0,2,0,1149,19
1,1,0,0,0,2,0,1150,19
1,1,0,0,0,2,0,1151,19
1,1,0,0,0,2,0,1152,19
1,1,0,0,0,2,0,1153,19
1,1,0,0,0,2,1,1154,19
1,1,0,1,0,2,1,1155,19
1,0,0,1,1,2,0,1156,19
1,0,0,1,1,2,0,1157,19
1,0,0,1,1,2,0,1158,19
1,0,0,1,1,2,0,1159,19
1,0,0,0,1,2,0,1160,19
1,0,0,1,1,2,0,1161,19
1,0,0,0,1,2,0,1162,19
1,0,0,0,1,2,0,1163,19
1,0,0,0,1,2,0,1164,19
1,0,0,0,1,2,0,1165,19
1,0,0,0,1,2,0,1166,19
1,0,0,0,1,2,0,1167,19
1,0,0,0,1,2,0,1168,19
1,0,0,0,1,2,0,1169,19
1,0,0,0,1,2,0,1170,19
1,1,0,0,0,2,0,1171,20
1,1,0,0,0,2,0,1172,20
1,1,0,0,0,2,0,1173,20
1,1,0,0,0,2,0,1174,20
1,1,0,0,0,2,0,1175,20
1,1,0,0,0,2,0,1176,20
1,1,0,0,0,2,1,1177,20
1,1,0,0,0,2,1,1178,20
1,1,0,0,0,2,1,1179,20
1,1,0,0,0,2,1,1180,20
1,1,0,0,0,2,1,1181,20
1,1,0,1,0,2,1,1182,20
1,0,0,1,1,2,0,1183,20
1,0,0,0,1,2,0,1184,20
1,0,0,1,1,2,0,1185,20
1,0,0,1,1,2,0,1186,20
1,0,0,0,1,2,0,1187,20
1,0,0,0,1,2,0,1188,20
1,0,0,0,1,2,0,1189,20
1,0,0,0,1,2,0,1190,20
1,0,0,0,1,2,0,1191,20
1,0,0,0,1,2,0,1192,20
1,0,0,0,1,2,0,1193,20
1,0,0,0,1,2,0,1194,20
1,0,0,0,1,2,0,1195,20
1,0,0,0,1,2,0,1196,20
1,0,0,0,1,2,0,1197,20
1,1,0,0,0,2,0,1198,21
1,1,0,0,0,2,0,1199,21
1,1,0,0,0,2,0,1200,21
1,1,0,0,0,2,0,1201,21
1,1,0,0,0,2,0,1202,21
1,1,0,0,0,2,0,1203,21
1,1,0,0,0,2,1,1204,21
1,1,0,0,0,2,1,1205,21
1,1,0,0,0,2,1,1206,21
1,1,0,1,0,2,1,1207,21
1,0,0,1,1,2,0,1208,21
1,0,0,1,1,2,0,1209,21
1,0,0,1,1,2,0,1210,21
1,0,0,0,1,2,0,1211,21
1,0,0,0,1,2,0,1212,21
1,0,0,0,1,2,0,1213,21
1,0,0,0,1,2,0,1214,21
1,0,0,1,1,2,0,1215,21
1,0,0,0,1,2,0,1216,21
1,0,0,0,1,2,0,1217,21
1,0,0,0,1,2,0,1218,21
1,0,0,1,1,2,0,1219,21
1,0,0,0,1,2,0,1220,21
1,0,0,1,1,2,0,1221,21
1,0,0,0,1,2,0,1222,21
1,1,0,0,0,2,0,1223,22
1,1,0,0,0,2,0,1224,22
1,1,0,0,0,2,0,1225,22
1,1,0,0,0,2,0,1226,22
1,1,0,0,0,2,0,1227,22
1,1,0,0,0,2,0,1228,22
1,1,0,1,0,2,1,1229,22
1,0,0,1,1,2,0,1230,22
1,0,0,1,1,2,0,1231,22
1,0,0,0,1,2,0,1232,22
1,0,0,1,1,2,0,1233,22
1,0,0,1,1,2,0,1234,22
1,0,0,1,1,2,0,1235,22
1,0,0,0,1,2,0,1236,22
1,0,0,0,1,2,0,1237,22
1,0,0,0,1,2,0,1238,22
1,0,0,0,1,2,0,1239,22
1,0,0,0,1,2,0,1240,22
1,0,0,0,1,2,0,1241,22
1,0,0,0,1,2,0,1242,22
1,0,0,0,1,2,0,1243,22
1,0,0,0,1,2,0,1244,22
1,1,0,0,0,2,0,1245,23
1,1,0,0,0,2,0,1246,23
1,1,0,0,0,2,0,1247,23
1,1,0,0,0,2,0,1248,23
1,1,0,0,0,2,0,1249,23
1,1,0,0,0,2,0,1250,23
1,1,0,1,0,2,1,1251,23
1,0,0,1,1,2,0,1252,23
1,0,0,1,1,2,0,1253,23
1,0,0,0,1,2,0,1254,23
1,0,0,0,1,2,0,1255,23
1,0,0,0,1,2,0,1256,23
1,0,0,1,1,2,0,1257,23
1,0,0,0,1,2,0,1258,23
1,0,0,0,1,2,0,1259,23
1,0,0,0,1,2,0,1260,23
1,0,0,0,1,2,0,1261,23
1,0,0,0,1,2,0,1262,23
1,0,0,0,1,2,0,1263,23
1,0,0,0,1,2,0,1264,23
1,0,0,0,1,2,0,1265,23
1,0,0,0,1,2,0,1266,23
1,1,0,0,0,2,0,1267,24
1,1,0,0,0,2,0,1268,24
1,1,0,0,0,2,0,1269,24
1,1,0,0,0,2,0,1270,24
1,1,0,1,0,2,0,1271,24
1,0,0,1,1,2,0,1272,24
1,0,0,1,1,2,0,1273,24
1,0,0,1,1,2,0,1274,24
1,0,0,1,1,2,0,1275,24
1,0,0,1,1,2,0,1276,24
1,0,0,0,1,2,0,1277,24
1,0,0,0,1,2,0,1278,24
1,0,0,0,1,2,0,1279,24
1,0,0,0,1,2,0,1280,24
1,0,0,1,1,2,0,1281,24
1,0,0,1,1,2,0,1282,24
1,0,0,0,1,2,0,1283,24
1,0,0,0,1,2,0,1284,24
1,0,0,0,1,2,0,1285,24
1,0,0,0,1,2,0,1286,24
1,1,0,0,0,2,0,1287,25
1,1,0,0,0,2,0,1288,25
1,1,0,0,0,2,0,1289,25
1,1,0,1,0,2,0,1290,25
1,0,0,1,1,2,0,1291,25
1,0,0,1,1,2,0,1292,25
1,0,0,0,1,2,0,1293,25
1,0,0,0,1,2,0,1294,25
1,0,0,1,1,2,0,1295,25
1,0,0,1,1,2,0,1296,25
1,0,0,1,1,2,0,1297,25
1,0,0,0,1,2,0,1298,25
1,0,0,0,1,2,0,1299,25
1,0,0,0,1,2,0,1300,25
1,0,0,0,1,2,0,1301,25
1,0,0,0,1,2,0,1302,25
1,0,0,0,1,2,0,1303,25
1,0,0,0,1,2,0,1304,25
1,0,0,0,1,2,0,1305,25
0,0,1,0,0,2,0,1306,999
1,0,0,0,0,3,0,1307,0
1,0,0,0,0,3,0,1308,0
1,0,0,0,0,3,0,1309,0
1,0,0,0,0,3,0,1310,0
1,0,0,0,0,3,0,1311,0
1,1,0,0,0,3,0,1312,1
1,1,0,0,0,3,0,1313,1
1,1,0,0,0,3,0,1314,1
1,1,0,0,0,3,0,1315,1
1,1,0,0,0,3,0,1316,1
1,1,0,0,0,3,0,1317,1
1,1,0,0,0,3,1,1318,1
1,1,0,0,0,3,1,1319,1
1,1,0,0,0,3,1,1320,1
1,1,0,0,0,3,1,1321,1
1,1,0,0,0,3,1,1322,1
1,1,0,0,0,3,1,1323,1
1,0,0,0,1,3,0,1324,1
1,0,0,0,1,3,0,1325,1
1,0,0,0,1,3,0,1326,1
1,0,0,0,1,3,0,1327,1
1,0,0,0,1,3,0,1328,1
1,0,0,0,1,3,0,1329,1
1,0,0,0,1,3,0,1330,1
1,0,0,0,1,3,0,1331,1
1,0,0,0,1,3,0,1332,1
1,0,0,0,1,3,0,1333,1
1,0,0,0,1,3,0,1334,1
1,0,0,0,1,3,0,1335,1
1,0,0,0,1,3,0,1336,1
1,0,0,0,1,3,0,1337,1
1,0,0,0,1,3,0,1338,1
1,1,0,0,0,3,0,1339,2
1,1,0,0,0,3,0,1340,2
1,1,0,0,0,3,0,1341,2
1,1,0,0,0,3,0,1342,2
1,1,0,0,0,3,0,1343,2
1,1,0,0,0,3,0,1344,2
1,1,0,0,0,3,1,1345,2
1,1,0,0,0,3,1,1346,2
1,1,0,0,0,3,1,1347,2
1,1,0,0,0,3,1,1348,2
1,1,0,0,0,3,1,1349,2
1,1,0,0,0,3,1,1350,2
1,0,0,0,1,3,0,1351,2
1,0,0,0,1,3,0,1352,2
1,0,0,0,1,3,0,1353,2
1,0,0,0,1,3,0,1354,2
1,0,0,0,1,3,0,1355,2
1,0,0,0,1,3,0,1356,2
1,0,0,0,1,3,0,1357,2
1,0,0,0,1,3,0,1358,2
1,0,0,0,1,3,0,1359,2
1,0,0,0,1,3,0,1360,2
1,0,0,0,1,3,0,1361,2
1,0,0,0,1,3,0,1362,2
1,0,0,0,1,3,0,1363,2
1,0,0,0,1,3,0,1364,2
1,0,0,0,1,3,0,1365,2
1,1,0,0,0,3,0,1366,3
1,1,0,0,0,3,0,1367,3
1,1,0,0,0,3,0,1368,3
1,1,0,0,0,3,0,1369,3
1,1,0,0,0,3,0,1370,3
1,1,0,0,0,3,0,1371,3
1,1,0,0,0,3,1,1372,3
1,1,0,0,0,3,1,1373,3
1,1,0,0,0,3,1,1374,3
1,1,0,0,0,3,1,1375,3
1,1,0,0,0,3,1,1376,3
1,1,0,0,0,3,1,1377,3
1,0,0,0,1,3,0,1378,3
1,0,0,0,1,3,0,1379,3
1,0,0,0,1,3,0,1380,3
1,0,0,0,1,3,0,1381,3
1,0,0,0,1,3,0,1382,3
1,0,0,0,1,3,0,1383,3
1,0,0,0,1,3,0,1384,3
1,0,0,0,1,3,0,1385,3
1,0,0,0,1,3,0,1386,3
1,0,0,0,1,3,0,1387,3
1,0,0,0,1,3,0,1388,3
1,0,0,0,1,3,0,1389,3
1,0,0,0,1,3,0,1390,3
1,0,0,0,1,3,0,1391,3
1,0,0,0,1,3,0,1392,3
1,1,0,0,0,3,0,1393,4
1,1,0,0,0,3,0,1394,4
1,1,0,0,0,3,0,1395,4
1,1,0,0,0,3,0,1396,4
1,1,0,0,0,3,0,1397,4
1,1,0,0,0,3,0,1398,4
1,1,0,0,0,3,1,1399,4
1,1,0,0,0,3,1,1400,4
1,1,0,0,0,3,1,1401,4
1,1,0,0,0,3,1,1402,4
1,1,0,0,0,3,1,1403,4
1,1,0,0,0,3,1,1404,4
1,0,0,0,1,3,0,1405,4
1,0,0,0,1,3,0,1406,4
1,0,0,0,1,3,0,1407,4
1,0,0,0,1,3,0,1408,4
1,0,0,0,1,3,0,1409,4
1,0,0,0,1,3,0,1410,4
1,0,0,0,1,3,0,1411,4
1,0,0,0,1,3,0,1412,4
1,0,0,0,1,3,0,1413,4
1,0,0,0,1,3,0,1414,4
1,0,0,0,1,3,0,1415,4
1,0,0,0,1,3,0,1416,4
1,0,0,0,1,3,0,1417,4
1,0,0,0,1,3,0,1418,4
1,0,0,0,1,3,0,1419,4
1,1,0,0,0,3,0,1420,5
1,1,0,0,0,3,0,1421,5
1,1,0,0,0,3,0,1422,5
1,1,0,0,0,3,0,1423,5
1,1,0,0,0,3,0,1424,5
1,1,0,0,0,3,0,1425,5
1,1,0,0,0,3,1,1426,5
1,1,0,0,0,3,1,1427,5
1,1,0,0,0,3,1,1428,5
1,1,0,0,0,3,1,1429,5
1,1,0,0,0,3,1,1430,5
1,1,0,0,0,3,1,1431,5
1,0,0,0,1,3,0,1432,5
1,0,0,0,1,3,0,1433,5
1,0,0,0,1,3,0,1434,5
1,0,0,0,1,3,0,1435,5
1,0,0,0,1,3,0,1436,5
1,0,0,0,1,3,0,1437,5
1,0,0,0,1,3,0,1438,5
1,0,0,0,1,3,0,1439,5
1,0,0,0,1,3,0,1440,5
1,0,0,0,1,3,0,1441,5
1,0,0,0,1,3,0,1442,5
1,0,0,0,1,3,0,1443,5
1,0,0,0,1,3,0,1444,5
1,0,0,0,1,3,0,1445,5
1,0,0,0,1,3,0,1446,5
1,1,0,0,0,3,0,1447,6
1,1,0,0,0,3,0,1448,6
1,1,0,0,0,3,0,1449,6
1,1,0,0,0,3,0,1450,6
1,1,0,0,0,3,0,1451,6
1,1,0,0,0,3,0,1452,6
1,1,0,0,0,3,1,1453,6
1,1,0,0,0,3,1,1454,6
1,1,0,0,0,3,1,1455,6
1,1,0,0,0,3,1,1456,6
1,1,0,0,0,3,1,1457,6
1,1,0,0,0,3,1,1458,6
1,0,0,0,1,3,0,1459,6
1,0,0,0,1,3,0,1460,6
1,0,0,0,1,3,0,1461,6
1,0,0,0,1,3,0,1462,6
1,0,0,0,1,3,0,1463,6
1,0,0,0,1,3,0,1464,6
1,0,0,0,1,3,0,1465,6
1,0,0,0,1,3,0,1466,6
1,0,0,0,1,3,0,1467,6
1,0,0,0,1,3,0,1468,6
1,0,0,0,1,3,0,1469,6
1,0,0,0,1,3,0,1470,6
1,0,0,0,1,3,0,1471,6
1,0,0,0,1,3,0,1472,6
1,0,0,0,1,3,0,1473,6
1,1,0,0,0,3,0,1474,7
1,1,0,0,0,3,0,1475,7
1,1,0,0,0,3,0,1476,7
1,1,0,0,0,3,0,1477,7
1,1,0,0,0,3,0,1478,7
1,1,0,0,0,3,0,1479,7
1,1,0,0,0,3,1,1480,7
1,1,0,0,0,3,1,1481,7
1,1,0,0,0,3,1,1482,7
1,1,0,0,0,3,1,1483,7
1,1,0,0,0,3,1,1484,7
1,1,0,0,0,3,1,1485,7
1,0,0,0,1,3,0,1486,7
1,0,0,0,1,3,0,1487,7
1,0,0,0,1,3,0,1488,7
1,0,0,0,1,3,0,1489,7
1,0,0,0,1,3,0,1490,7
1,0,0,0,1,3,0,1491,7
1,0,0,0,1,3,0,1492,7
1,0,0,0,1,3,0,1493,7
1,0,0,0,1,3,0,1494,7
1,0,0,0,1,3,0,1495,7
1,0,0,0,1,3,0,1496,7
1,0,0,0,1,3,0,1497,7
1,0,0,0,1,3,0,1498,7
1,0,0,0,1,3,0,1499,7
1,0,0,0,1,3,0,1500,7
1,1,0,0,0,3,0,1501,8
1,1,0,0,0,3,0,1502,8
1,1,0,0,0,3,0,1503,8
1,1,0,0,0,3,0,1504,8
1,1,0,0,0,3,0,1505,8
1,1,0,0,0,3,0,1506,8
1,1,0,0,0,3,1,1507,8
1,1,0,0,0,3,1,1508,8
1,1,0,0,0,3,1,1509,8
1,1,0,0,0,3,1,1510,8
1,1,0,0,0,3,1,1511,8
1,1,0,0,0,3,1,1512,8
1,0,0,0,1,3,0,1513,8
1,0,0,0,1,3,0,1514,8
1,0,0,0,1,3,0,1515,8
1,0,0,0,1,3,0,1516,8
1,0,0,0,1,3,0,1517,8
1,0,0,0,1,3,0,1518,8
1,0,0,0,1,3,0,1519,8
