Chamber,Danger,Homecage,Leverpress,Safety,Session,Shock,Timestep,Trial
1,0,0,0,1,1,0,209,8
1,0,0,0,1,1,0,210,8
1,0,0,0,1,1,0,211,8
1,0,0,0,1,1,0,212,8
1,0,0,0,1,1,0,213,8
1,0,0,0,1,1,0,214,8
1,0,0,0,1,1,0,215,8
1,0,0,0,1,1,0,216,8
1,1,0,0,0,1,0,217,9
1,1,0,0,0,1,0,218,9
1,1,0,0,0,1,0,219,9
1,1,0,0,0,1,0,220,9
1,1,0,0,0,1,0,221,9
1,1,0,0,0,1,0,222,9
1,1,0,0,0,1,1,223,9
1,1,0,0,0,1,1,224,9
1,1,0,0,0,1,1,225,9
1,1,0,0,0,1,1,226,9
1,1,0,0,0,1,1,227,9
1,1,0,0,0,1,1,228,9
1,0,0,0,1,1,0,229,9
1,0,0,0,1,1,0,230,9
1,0,0,0,1,1,0,231,9
1,0,0,0,1,1,0,232,9
1,0,0,0,1,1,0,233,9
1,0,0,0,1,1,0,234,9
1,0,0,0,1,1,0,235,9
1,0,0,0,1,1,0,236,9
1,0,0,0,1,1,0,237,9
1,0,0,0,1,1,0,238,9
1,0,0,0,1,1,0,239,9
1,0,0,0,1,1,0,240,9
1,0,0,0,1,1,0,241,9
1,0,0,0,1,1,0,242,9
1,0,0,0,1,1,0,243,9
1,1,0,0,0,1,0,244,10
1,1,0,0,0,1,0,245,10
1,1,0,0,0,1,0,246,10
1,1,0,0,0,1,0,247,10
1,1,0,0,0,1,0,248,10
1,1,0,0,0,1,0,249,10
1,1,0,0,0,1,1,250,10
1,1,0,0,0,1,1,251,10
1,1,0,0,0,1,1,252,10
1,1,0,0,0,1,1,253,10
1,1,0,0,0,1,1,254,10
1,1,0,0,0,1,1,255,10
1,0,0,0,1,1,0,256,10
1,0,0,0,1,1,0,257,10
1,0,0,0,1,1,0,258,10
1,0,0,0,1,1,0,259,10
1,0,0,0,1,1,0,260,10
1,0,0,0,1,1,0,261,10
1,0,0,0,1,1,0,262,10
1,0,0,0,1,1,0,263,10
1,0,0,0,1,1,0,264,10
1,0,0,0,1,1,0,265,10
1,0,0,0,1,1,0,266,10
1,0,0,0,1,1,0,267,10
1,0,0,0,1,1,0,268,10
1,0,0,0,1,1,0,269,10
1,0,0,0,1,1,0,270,10
1,1,0,0,0,1,0,271,11
1,1,0,0,0,1,0,272,11
1,1,0,0,0,1,0,273,11
1,1,0,0,0,1,0,274,11
1,1,0,0,0,1,0,275,11
1,1,0,0,0,1,0,276,11
1,1,0,0,0,1,1,277,11
1,1,0,0,0,1,1,278,11
1,1,0,0,0,1,1,279,11
1,1,0,0,0,1,1,280,11
1,1,0,0,0,1,1,281,11
1,1,0,0,0,1,1,282,11
1,0,0,0,1,1,0,283,11
1,0,0,0,1,1,0,284,11
1,0,0,0,1,1,0,285,11
1,0,0,0,1,1,0,286,11
1,0,0,0,1,1,0,287,11
1,0,0,0,1,1,0,288,11
1,0,0,0,1,1,0,289,11
1,0,0,0,1,1,0,290,11
1,0,0,0,1,1,0,291,11
1,0,0,0,1,1,0,292,11
1,0,0,0,1,1,0,293,11
1,0,0,0,1,1,0,294,11
1,0,0,0,1,1,0,295,11
1,0,0,0,1,1,0,296,11
1,0,0,0,1,1,0,297,11
1,1,0,0,0,1,0,298,12
1,1,0,0,0,1,0,299,12
1,1,0,0,0,1,0,300,12
1,1,0,0,0,1,0,301,12
1,1,0,0,0,1,0,302,12
1,1,0,0,0,1,0,303,12
1,1,0,0,0,1,1,304,12
1,1,0,0,0,1,1,305,12
1,1,0,0,0,1,1,306,12
1,1,0,0,0,1,1,307,12
1,1,0,0,0,1,1,308,12
1,1,0,0,0,1,1,309,12
1,0,0,0,1,1,0,310,12
1,0,0,0,1,1,0,311,12
1,0,0,0,1,1,0,312,12
1,0,0,0,1,1,0,313,12
1,0,0,0,1,1,0,314,12
1,0,0,0,1,1,0,315,12
1,0,0,0,1,1,0,316,12
1,0,0,0,1,1,0,317,12
1,0,0,0,1,1,0,318,12
1,0,0,0,1,1,0,319,12
1,0,0,0,1,1,0,320,12
1,0,0,0,1,1,0,321,12
1,0,0,0,1,1,0,322,12
1,0,0,0,1,1,0,323,12
1,0,0,0,1,1,0,324,12
1,1,0,0,0,1,0,325,13
1,1,0,0,0,1,0,326,13
1,1,0,0,0,1,0,327,13
1,1,0,0,0,1,0,328,13
1,1,0,0,0,1,0,329,13
1,1,0,0,0,1,0,330,13
1,1,0,0,0,1,1,331,13
1,1,0,0,0,1,1,332,13
1,1,0,0,0,1,1,333,13
1,1,0,0,0,1,1,334,13
1,1,0,0,0,1,1,335,13
1,1,0,0,0,1,1,336,13
1,0,0,0,1,1,0,337,13
1,0,0,0,1,1,0,338,13
1,0,0,0,1,1,0,339,13
1,0,0,0,1,1,0,340,13
1,0,0,0,1,1,0,341,13
1,0,0,0,1,1,0,342,13
1,0,0,0,1,1,0,343,13
1,0,0,0,1,1,0,344,13
1,0,0,0,1,1,0,345,13
1,0,0,0,1,1,0,346,13
1,0,0,0,1,1,0,347,13
1,0,0,0,1,1,0,348,13
1,0,0,0,1,1,0,349,13
1,0,0,0,1,1,0,350,13
1,0,0,0,1,1,0,351,13
1,1,0,0,0,1,0,352,14
1,1,0,0,0,1,0,353,14
1,1,0,0,0,1,0,354,14
1,1,0,0,0,1,0,355,14
1,1,0,0,0,1,0,356,14
1,1,0,0,0,1,0,357,14
1,1,0,0,0,1,1,358,14
1,1,0,0,0,1,1,359,14
1,1,0,0,0,1,1,360,14
1,1,0,0,0,1,1,361,14
1,1,0,0,0,1,1,362,14
1,1,0,0,0,1,1,363,14
1,0,0,0,1,1,0,364,14
1,0,0,0,1,1,0,365,14
1,0,0,0,1,1,0,366,14
1,0,0,0,1,1,0,367,14
1,0,0,0,1,1,0,368,14
1,0,0,0,1,1,0,369,14
1,0,0,0,1,1,0,370,14
1,0,0,0,1,1,0,371,14
1,0,0,0,1,1,0,372,14
1,0,0,0,1,1,0,373,14
1,0,0,0,1,1,0,374,14
1,0,0,0,1,1,0,375,14
1,0,0,0,1,1,0,376,14
1,0,0,0,1,1,0,377,14
1,0,0,0,1,1,0,378,14
1,1,0,0,0,1,0,379,15
1,1,0,0,0,1,0,380,15
1,1,0,0,0,1,0,381,15
1,1,0,0,0,1,0,382,15
1,1,0,0,0,1,0,383,15
1,1,0,0,0,1,0,384,15
1,1,0,0,0,1,1,385,15
1,1,0,0,0,1,1,386,15
1,1,0,0,0,1,1,387,15
1,1,0,0,0,1,1,388,15
1,1,0,0,0,1,1,389,15
1,1,0,0,0,1,1,390,15
1,0,0,0,1,1,0,391,15
1,0,0,0,1,1,0,392,15
1,0,0,0,1,1,0,393,15
1,0,0,0,1,1,0,394,15
1,0,0,0,1,1,0,395,15
1,0,0,0,1,1,0,396,15
1,0,0,0,1,1,0,397,15
1,0,0,0,1,1,0,398,15
1,0,0,0,1,1,0,399,15
1,0,0,0,1,1,0,400,15
1,0,0,0,1,1,0,401,15
1,0,0,0,1,1,0,402,15
1,0,0,0,1,1,0,403,15
1,0,0,0,1,1,0,404,15
1,0,0,0,1,1,0,405,15
1,1,0,0,0,1,0,406,16
1,1,0,0,0,1,0,407,16
1,1,0,0,0,1,0,408,16
1,1,0,0,0,1,0,409,16
1,1,0,0,0,1,0,410,16
1,1,0,0,0,1,0,411,16
1,1,0,0,0,1,1,412,16
1,1,0,0,0,1,1,413,16
1,1,0,0,0,1,1,414,16
1,1,0,0,0,1,1,415,16
1,1,0,0,0,1,1,416,16
1,1,0,0,0,1,1,417,16
1,0,0,0,1,1,0,418,16
1,0,0,0,1,1,0,419,16
1,0,0,0,1,1,0,420,16
1,0,0,0,1,1,0,421,16
1,0,0,0,1,1,0,422,16
1,0,0,0,1,1,0,423,16
1,0,0,0,1,1,0,424,16
1,0,0,0,1,1,0,425,16
1,0,0,0,1,1,0,426,16
1,0,0,0,1,1,0,427,16
1,0,0,0,1,1,0,428,16
1,0,0,0,1,1,0,429,16
1,0,0,0,1,1,0,430,16
1,0,0,0,1,1,0,431,16
1,0,0,0,1,1,0,432,16
1,1,0,0,0,1,0,433,17
1,1,0,0,0,1,0,434,17
1,1,0,0,0,1,0,435,17
1,1,0,0,0,1,0,436,17
1,1,0,0,0,1,0,437,17
1,1,0,0,0,1,0,438,17
1,1,0,0,0,1,1,439,17
1,1,0,0,0,1,1,440,17
1,1,0,0,0,1,1,441,17
1,1,0,0,0,1,1,442,17
1,1,0,0,0,1,1,443,17
1,1,0,0,0,1,1,444,17
1,0,0,0,1,1,0,445,17
1,0,0,0,1,1,0,446,17
1,0,0,0,1,1,0,447,17
1,0,0,0,1,1,0,448,17
1,0,0,0,1,1,0,449,17
1,0,0,0,1,1,0,450,17
1,0,0,0,1,1,0,451,17
1,0,0,0,1,1,0,452,17
1,0,0,0,1,1,0,453,17
1,0,0,0,1,1,0,454,17
1,0,0,0,1,1,0,455,17
1,0,0,0,1,1,0,456,17
1,0,0,0,1,1,0,457,17
1,0,0,0,1,1,0,458,17
1,0,0,0,1,1,0,459,17
1,1,0,0,0,1,0,460,18
1,1,0,0,0,1,0,461,18
1,1,0,0,0,1,0,462,18
1,1,0,0,0,1,0,463,18
1,1,0,0,0,1,0,464,18
1,1,0,0,0,1,0,465,18
1,1,0,0,0,1,1,466,18
1,1,0,0,0,1,1,467,18
1,1,0,0,0,1,1,468,18
1,1,0,0,0,1,1,469,18
1,1,0,0,0,1,1,470,18
1,1,0,0,0,1,1,471,18
1,0,0,0,1,1,0,472,18
1,0,0,0,1,1,0,473,18
1,0,0,0,1,1,0,474,18
1,0,0,0,1,1,0,475,18
1,0,0,0,1,1,0,476,18
1,0,0,0,1,1,0,477,18
1,0,0,0,1,1,0,478,18
1,0,0,0,1,1,0,479,18
1,0,0,0,1,1,0,480,18
1,0,0,0,1,1,0,481,18
1,0,0,0,1,1,0,482,18
1,0,0,0,1,1,0,483,18
1,0,0,0,1,1,0,484,18
1,0,0,0,1,1,0,485,18
1,0,0,0,1,1,0,486,18
1,1,0,0,0,1,0,487,19
1,1,0,0,0,1,0,488,19
1,1,0,0,0,1,0,489,19
1,1,0,0,0,1,0,490,19
1,1,0,0,0,1,0,491,19
1,1,0,0,0,1,0,492,19
1,1,0,0,0,1,1,493,19
1,1,0,0,0,1,1,494,19
1,1,0,0,0,1,1,495,19
1,1,0,0,0,1,1,496,19
1,1,0,0,0,1,1,497,19
1,1,0,0,0,1,1,498,19
1,0,0,0,1,1,0,499,19
1,0,0,0,1,1,0,500,19
1,0,0,0,1,1,0,501,19
1,0,0,0,1,1,0,502,19
1,0,0,0,1,1,0,503,19
1,0,0,0,1,1,0,504,19
1,0,0,0,1,1,0,505,19
1,0,0,0,1,1,0,506,19
1,0,0,0,1,1,0,507,19
1,0,0,0,1,1,0,508,19
1,0,0,0,1,1,0,509,19
1,0,0,0,1,1,0,510,19
1,0,0,0,1,1,0,511,19
1,0,0,0,1,1,0,512,19
1,0,0,0,1,1,0,513,19
1,1,0,0,0,1,0,514,20
1,1,0,0,0,1,0,515,20
1,1,0,0,0,1,0,516,20
1,1,0,0,0,1,0,517,20
1,1,0,0,0,1,0,518,20
1,1,0,0,0,1,0,519,20
1,1,0,0,0,1,1,520,20
1,1,0,0,0,1,1,521,20
1,1,0,0,0,1,1,522,20
1,1,0,0,0,1,1,523,20
1,1,0,0,0,1,1,524,20
1,1,0,0,0,1,1,525,20
1,0,0,0,1,1,0,526,20
1,0,0,0,1,1,0,527,20
1,0,0,0,1,1,0,528,20
1,0,0,0,1,1,0,529,20
1,0,0,0,1,1,0,530,20
1,0,0,0,1,1,0,531,20
1,0,0,0,1,1,0,532,20
1,0,0,0,1,1,0,533,20
1,0,0,0,1,1,0,534,20
1,0,0,0,1,1,0,535,20
1,0,0,0,1,1,0,536,20
1,0,0,0,1,1,0,537,20
1,0,0,0,1,1,0,538,20
1,0,0,0,1,1,0,539,20
1,0,0,0,1,1,0,540,20
1,1,0,0,0,1,0,541,21
1,1,0,0,0,1,0,542,21
1,1,0,0,0,1,0,543,21
1,1,0,0,0,1,0,544,21
1,1,0,0,0,1,0,545,21
1,1,0,0,0,1,0,546,21
1,1,0,0,0,1,1,547,21
1,1,0,0,0,1,1,548,21
1,1,0,0,0,1,1,549,21
1,1,0,0,0,1,1,550,21
1,1,0,0,0,1,1,551,21
1,1,0,0,0,1,1,552,21
1,0,0,0,1,1,0,553,21
1,0,0,0,1,1,0,554,21
1,0,0,0,1,1,0,555,21
1,0,0,0,1,1,0,556,21
1,0,0,0,1,1,0,557,21
1,0,0,0,1,1,0,558,21
1,0,0,0,1,1,0,559,21
1,0,0,0,1,1,0,560,21
1,0,0,0,1,1,0,561,21
1,0,0,0,1,1,0,562,21
1,0,0,0,1,1,0,563,21
1,0,0,0,1,1,0,564,21
1,0,0,0,1,1,0,565,21
1,0,0,0,1,1,0,566,21
1,0,0,0,1,1,0,567,21
1,1,0,0,0,1,0,568,22
1,1,0,0,0,1,0,569,22
1,1,0,0,0,1,0,570,22
1,1,0,0,0,1,0,571,22
1,1,0,0,0,1,0,572,22
1,1,0,0,0,1,0,573,22
1,1,0,0,0,1,1,574,22
1,1,0,0,0,1,1,575,22
1,1,0,0,0,1,1,576,22
1,1,0,0,0,1,1,577,22
1,1,0,0,0,1,1,578,22
1,1,0,0,0,1,1,579,22
1,0,0,0,1,1,0,580,22
1,0,0,0,1,1,0,581,22
1,0,0,0,1,1,0,582,22
1,0,0,0,1,1,0,583,22
1,0,0,0,1,1,0,584,22
1,0,0,0,1,1,0,585,22
1,0,0,0,1,1,0,586,22
1,0,0,0,1,1,0,587,22
1,0,0,0,1,1,0,588,22
1,0,0,0,1,1,0,589,22
1,0,0,0,1,1,0,590,22
1,0,0,0,1,1,0,591,22
1,0,0,0,1,1,0,592,22
1,0,0,0,1,1,0,593,22
1,0,0,0,1,1,0,594,22
1,1,0,0,0,1,0,595,23
1,1,0,0,0,1,0,596,23
1,1,0,0,0,1,0,597,23
1,1,0,0,0,1,0,598,23
1,1,0,0,0,1,0,599,23
1,1,0,0,0,1,0,600,23
1,1,0,0,0,1,1,601,23
1,1,0,0,0,1,1,602,23
1,1,0,0,0,1,1,603,23
1,1,0,0,0,1,1,604,23
1,1,0,0,0,1,1,605,23
1,1,0,0,0,1,1,606,23
1,0,0,0,1,1,0,607,23
1,0,0,0,1,1,0,608,23
1,0,0,0,1,1,0,609,23
1,0,0,0,1,1,0,610,23
1,0,0,0,1,1,0,611,23
1,0,0,0,1,1,0,612,23
1,0,0,0,1,1,0,613,23
1,0,0,0,1,1,0,614,23
1,0,0,0,1,1,0,615,23
1,0,0,0,1,1,0,616,23
1,0,0,0,1,1,0,617,23
1,0,0,0,1,1,0,618,23
1,0,0,0,1,1,0,619,23
1,0,0,0,1,1,0,620,23
1,0,0,0,1,1,0,621,23
1,1,0,0,0,1,0,622,24
1,1,0,0,0,1,0,623,24
1,1,0,0,0,1,0,624,24
1,1,0,0,0,1,0,625,24
1,1,0,0,0,1,0,626,24
1,1,0,0,0,1,0,627,24
1,1,0,0,0,1,1,628,24
1,1,0,0,0,1,1,629,24
1,1,0,0,0,1,1,630,24
1,1,0,0,0,1,1,631,24
1,1,0,0,0,1,1,632,24
1,1,0,0,0,1,1,633,24
1,0,0,0,1,1,0,634,24
1,0,0,0,1,1,0,635,24
1,0,0,0,1,1,0,636,24
1,0,0,0,1,1,0,637,24
1,0,0,0,1,1,0,638,24
1,0,0,0,1,1,0,639,24
1,0,0,0,1,1,0,640,24
1,0,0,0,1,1,0,641,24
1,0,0,0,1,1,0,642,24
1,0,0,0,1,1,0,643,24
1,0,0,0,1,1,0,644,24
1,0,0,0,1,1,0,645,24
1,0,0,0,1,1,0,646,24
1,0,0,0,1,1,0,647,24
1,0,0,0,1,1,0,648,24
1,1,0,0,0,1,0,649,25
1,1,0,0,0,1,0,650,25
1,1,0,0,0,1,0,651,25
1,1,0,0,0,1,0,652,25
1,1,0,0,0,1,0,653,25
1,1,0,0,0,1,0,654,25
1,1,0,0,0,1,1,655,25
1,1,0,0,0,1,1,656,25
1,1,0,0,0,1,1,657,25
1,1,0,0,0,1,1,658,25
1,1,0,0,0,1,1,659,25
1,1,0,0,0,1,1,660,25
1,0,0,0,1,1,0,661,25
1,0,0,0,1,1,0,662,25
1,0,0,0,1,1,0,663,25
1,0,0,0,1,1,0,664,25
1,0,0,0,1,1,0,665,25
1,0,0,0,1,1,0,666,25
1,0,0,0,1,1,0,667,25
1,0,0,0,1,1,0,668,25
1,0,0,0,1,1,0,669,25
1,0,0,0,1,1,0,670,25
1,0,0,0,1,1,0,671,25
1,0,0,0,1,1,0,672,25
1,0,0,0,1,1,0,673,25
1,0,0,0,1,1,0,674,25
1,0,0,0,1,1,0,675,25
0,0,1,0,0,1,0,676,999
1,0,0,0,0,2,0,677,0
1,0,0,0,0,2,0,678,0
1,0,0,0,0,2,0,679,0
1,0,0,0,0,2,0,680,0
1,0,0,0,0,2,0,681,0
1,1,0,0,0,2,0,682,1
1,1,0,0,0,2,0,683,1
1,1,0,0,0,2,0,684,1
1,1,0,0,0,2,0,685,1
1,1,0,0,0,2,0,686,1
1,1,0,0,0,2,0,687,1
1,1,0,0,0,2,1,688,1
1,1,0,0,0,2,1,689,1
1,1,0,0,0,2,1,690,1
1,1,0,0,0,2,1,691,1
1,1,0,0,0,2,1,692,1
1,1,0,0,0,2,1,693,1
1,0,0,0,1,2,0,694,1
1,0,0,0,1,2,0,695,1
1,0,0,0,1,2,0,696,1
1,0,0,0,1,2,0,697,1
1,0,0,0,1,2,0,698,1
1,0,0,0,1,2,0,699,1
1,0,0,0,1,2,0,700,1
1,0,0,0,1,2,0,701,1
1,0,0,0,1,2,0,702,1
1,0,0,0,1,2,0,703,1
1,0,0,0,1,2,0,704,1
1,0,0,0,1,2,0,705,1
1,0,0,0,1,2,0,706,1
1,0,0,0,1,2,0,707,1
1,0,0,0,1,2,0,708,1
1,1,0,0,0,2,0,709,2
1,1,0,0,0,2,0,710,2
1,1,0,0,0,2,0,711,2
1,1,0,0,0,2,0,712,2
1,1,0,0,0,2,0,713,2
1,1,0,0,0,2,0,714,2
1,1,0,0,0,2,1,715,2
1,1,0,0,0,2,1,716,2
1,1,0,0,0,2,1,717,2
1,1,0,0,0,2,1,718,2
1,1,0,0,0,2,1,719,2
1,1,0,0,0,2,1,720,2
1,0,0,0,1,2,0,721,2
1,0,0,0,1,2,0,722,2
1,0,0,0,1,2,0,723,2
1,0,0,0,1,2,0,724,2
1,0,0,0,1,2,0,725,2
1,0,0,0,1,2,0,726,2
1,0,0,0,1,2,0,727,2
1,0,0,0,1,2,0,728,2
1,0,0,0,1,2,0,729,2
1,0,0,0,1,2,0,730,2
1,0,0,0,1,2,0,731,2
1,0,0,0,1,2,0,732,2
1,0,0,0,1,2,0,733,2
1,0,0,0,1,2,0,734,2
1,0,0,0,1,2,0,735,2
1,1,0,0,0,2,0,736,3
1,1,0,0,0,2,0,737,3
1,1,0,0,0,2,0,738,3
1,1,0,0,0,2,0,739,3
1,1,0,0,0,2,0,740,3
1,1,0,0,0,2,0,741,3
1,1,0,0,0,2,1,742,3
1,1,0,0,0,2,1,743,3
1,1,0,0,0,2,1,744,3
1,1,0,0,0,2,1,745,3
1,1,0,0,0,2,1,746,3
1,1,0,0,0,2,1,747,3
1,0,0,0,1,2,0,748,3
1,0,0,0,1,2,0,749,3
1,0,0,0,1,2,0,750,3
1,0,0,0,1,2,0,751,3
1,0,0,0,1,2,0,752,3
1,0,0,0,1,2,0,753,3
1,0,0,0,1,2,0,754,3
1,0,0,0,1,2,0,755,3
1,0,0,0,1,2,0,756,3
1,0,0,0,1,2,0,757,3
1,0,0,0,1,2,0,758,3
1,0,0,0,1,2,0,759,3
1,0,0,0,1,2,0,760,3
1,0,0,0,1,2,0,761,3
1,0,0,0,1,2,0,762,3
1,1,0,0,0,2,0,763,4
1,1,0,0,0,2,0,764,4
1,1,0,0,0,2,0,765,4
1,1,0,0,0,2,0,766,4
1,1,0,0,0,2,0,767,4
1,1,0,0,0,2,0,768,4
1,1,0,0,0,2,1,769,4
1,1,0,0,0,2,1,770,4
1,1,0,0,0,2,1,771,4
1,1,0,0,0,2,1,772,4
1,1,0,1,0,2,1,773,4
