EOCG Status,F17,Hyp Status,Original Status,Problem Name,D,EOCG Obj value,EOCG Runtime (total),Hyp Kmax,Hyp Kmin,HYP Obj. Value,Hyp Runtime,m,n,Original Obj. Value,Original Runtime,Total time limit
OPTIMAL,"
",OPTIMAL,OPTIMAL,OR30x100-0.50_10.dat__m28,24,41822,2355.31,51,48,41822,37.2,28,100,41822,23.43,1440
